Trajectories
100
,,WBObject:WB_ID1,,,WBObject:WB_ID2,,,WBObject:WB_ID3,,,WBObject:WB_ID4,,,WBObject:WB_ID5,,,WBObject:WB_ID6,,,WBObject:WB_ID7,,,WBObject:WB_ID8,,,WBObject:WB_ID9,,,WBObject:WB_ID10,,,WBObject:WB_ID11,,,WBObject:WB_ID12,,,WBObject:WB_ID13,,,WBObject:WB_ID14,,,WBObject:WB_ID15,,,WBObject:WB_ID16,,,WBObject:WB_ID17,,,WBObject:WB_ID18,,,WBObject:WB_ID19,,,WBObject:WB_ID20,,,WBObject:WB_ID21,,,WBObject:WB_ID22,,,WBObject:WB_ID23,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
10137,0,1210.909790,-667.862244,470.476196,1223.125244,-460.999573,452.859650,1255.163452,-373.273743,362.044495,,,,1275.284302,-357.452637,432.543701,1202.005493,-168.137131,380.657440,1174.397583,186.146729,10.158881,1125.476074,680.920593,183.987625,1109.467285,820.691956,200.248535,852.410217,828.808289,199.349487,828.343872,688.507324,187.653961,751.750000,207.083832,12.248944,696.041016,-178.675369,394.608337,650.682190,-328.678070,494.867889,,,,723.480164,-339.385406,510.718048,665.138916,-441.972137,473.078064,640.363403,-648.472290,491.738525,782.995422,-93.019341,587.640137,661.648926,571.191895,668.873962,966.734619,868.877441,701.757690,1289.036621,554.383545,666.304382,1110.188721,-99.209381,585.581055
10138,0,1210.918823,-667.964722,470.434326,1223.130737,-460.985565,452.887970,1255.125977,-373.323456,362.138153,,,,1275.259521,-357.548462,432.630554,1201.991333,-168.152054,380.701050,1174.307861,186.314285,9.966444,1125.460938,680.911377,183.998016,1109.449463,820.676392,200.226578,852.383423,828.809509,199.304840,828.497314,688.437805,187.398788,751.737366,207.118500,12.253288,696.121826,-178.701691,394.550690,650.544495,-328.679047,494.934174,,,,723.563904,-339.154449,511.299011,665.100464,-442.015625,473.076263,640.370850,-648.356140,491.708893,782.990967,-93.053368,587.690918,661.577026,571.183167,668.951965,966.687195,868.929016,701.745361,1288.992432,554.346008,666.292114,1110.150635,-99.207130,585.590698
10139,0,1210.652466,-667.545288,470.176208,1223.104858,-461.031616,452.863739,1255.146118,-373.305969,362.095306,,,,1275.085083,-356.999786,432.118134,1201.998901,-168.137512,380.676880,1174.407471,186.196793,10.140835,1125.443481,680.915100,183.984192,1109.468018,820.673645,200.238144,852.358887,828.826782,199.334137,827.807129,688.676208,187.512741,751.759766,207.098602,12.269291,696.025085,-178.685120,394.640015,650.553589,-328.635040,494.937714,,,,723.628540,-339.442627,510.672394,665.138672,-442.022522,473.082550,640.395386,-648.430176,491.769989,782.973267,-93.023895,587.648926,661.578735,571.148010,668.948669,966.711426,868.892700,701.735413,1288.990112,554.347656,666.256897,1110.175171,-99.219856,585.595276
10140,0,1210.648071,-667.537781,470.222534,1223.108398,-461.000732,452.909027,1255.167358,-373.303833,362.101196,,,,1275.131348,-357.011566,432.221069,1201.500244,-168.255615,380.460205,1174.331055,186.279602,10.060431,1125.434204,680.895874,184.010788,1109.457886,820.700073,200.296478,852.433960,828.807556,199.302338,828.332764,688.567505,187.389694,751.782349,207.097397,12.236221,695.967163,-178.673401,394.687561,650.565918,-328.640045,494.930420,,,,723.612122,-339.389099,510.795471,665.093201,-441.982513,473.087036,640.399231,-648.373657,491.695618,783.008484,-92.972633,587.663391,661.595459,571.205933,668.998291,966.651855,868.872314,701.719177,1289.038452,554.397827,666.328613,1110.162354,-99.222893,585.638672
10141,0,1210.689209,-667.552002,470.217041,1223.133789,-461.039795,452.895325,1255.204468,-373.254944,362.061523,,,,1275.172607,-356.997040,432.205841,1202.028931,-168.139771,380.684906,1174.384888,186.358643,9.978825,1125.453491,680.907043,184.041077,1109.480591,820.710999,200.271439,852.430969,828.778076,199.325409,828.251099,688.519836,187.390457,751.785278,207.118546,12.259350,696.075073,-178.674088,394.542358,650.622070,-328.667145,494.916870,,,,723.606201,-339.411652,510.759186,665.108032,-441.983093,473.131226,640.395874,-648.331970,491.731262,782.940125,-92.964432,587.778748,661.626648,571.141968,668.894470,966.665344,868.856873,701.738953,1288.997314,554.339783,666.302307,1110.193359,-99.211899,585.609619
10142,0,1210.674072,-667.592896,470.176727,1223.137817,-461.021759,452.884033,1255.184814,-373.310638,362.124786,,,,1275.308838,-357.553650,432.631470,1201.479126,-168.304138,380.399536,1174.278320,186.192566,10.150715,1125.435303,680.888245,183.959198,1109.459106,820.698853,200.234695,852.397034,828.827148,199.321854,828.472351,688.465271,187.365189,751.759155,207.115479,12.285114,695.984131,-178.694534,394.678070,650.595337,-328.663757,494.924225,,,,723.586731,-339.374847,510.807098,665.137268,-441.997192,473.095947,640.371765,-648.399048,491.768524,782.935730,-92.904152,587.619568,661.660217,571.152527,668.909790,966.730469,868.888000,701.744141,1288.960083,554.360413,666.284058,1110.204102,-99.230476,585.602478
10143,0,1210.650635,-667.538757,470.232849,1223.116089,-460.984833,452.919281,1255.180664,-373.263397,362.077515,,,,1275.123901,-357.005310,432.285858,1201.510132,-168.268143,380.481018,1174.342651,186.243896,9.970439,1125.479858,680.923828,184.091095,1109.470581,820.707214,200.295227,852.452698,828.799683,199.273407,828.175720,688.561768,187.496567,751.788391,207.091339,12.246153,696.059692,-178.679520,394.597992,650.534424,-328.672607,494.940155,,,,723.574707,-339.381897,510.773651,665.104980,-441.999481,473.098297,640.380188,-648.388428,491.676941,782.949280,-93.047394,587.646118,661.571533,571.162964,669.008423,966.676331,868.913513,701.773926,1288.952759,554.338135,666.309875,1110.166870,-99.181679,585.640198
10144,0,1210.657471,-667.527527,470.201782,1223.117065,-461.004181,452.889587,1255.145386,-373.295441,362.128174,,,,1275.116699,-356.988617,432.206635,1201.485352,-168.287247,380.408722,1174.366211,186.162888,10.215850,1125.430420,680.896179,183.987289,1109.462036,820.689392,200.233673,852.377197,828.812744,199.314789,828.313416,688.529724,187.483505,751.763611,207.122238,12.309017,696.017883,-178.636414,394.615387,650.528809,-328.624756,494.978210,,,,723.640808,-339.421295,510.776093,665.109314,-441.991882,473.076752,640.392517,-648.367859,491.727539,782.913391,-92.999023,587.742004,661.608521,571.149414,669.006226,966.713257,868.891602,701.757690,1288.968384,554.343994,666.290527,1110.166748,-99.220207,585.642395
10145,0,1210.660522,-667.566956,470.150177,1223.129150,-461.009003,452.885254,1255.148926,-373.289551,362.106354,,,,1275.264648,-357.584442,432.587585,1201.487793,-168.313019,380.435638,1174.288452,186.283325,10.016341,1125.429199,680.891602,183.974731,1109.490234,820.674072,200.223343,852.401428,828.842224,199.303680,828.642273,688.442749,187.293427,751.769958,207.120102,12.273119,696.069885,-178.706955,394.596161,650.503845,-328.647339,494.941437,,,,723.564758,-339.406311,510.764465,665.145020,-442.050598,473.031128,640.364075,-648.373047,491.709717,782.937500,-93.036751,587.652283,661.572205,571.132202,668.914917,966.720032,868.891541,701.744263,1289.006836,554.359070,666.293213,1110.165527,-99.239540,585.616333
10146,0,1210.671631,-667.497559,470.168091,1223.124756,-460.991333,452.887238,1255.144165,-373.310425,362.072754,,,,1275.077271,-356.967346,432.169159,1201.513550,-168.269760,380.457581,1174.259644,186.338242,9.998115,1125.474731,680.897705,184.028656,1109.444214,820.718506,200.227310,852.406006,828.835205,199.311691,828.396545,688.503479,187.404175,751.780945,207.153320,12.257974,695.965210,-178.656677,394.630371,650.637939,-328.689880,494.892731,,,,723.560974,-339.436157,510.661316,665.130676,-442.007172,473.033997,640.400879,-648.383606,491.668060,782.978882,-93.073174,587.620789,661.604797,571.194763,669.008118,966.734558,868.894287,701.755981,1288.972290,554.343079,666.293091,1110.172974,-99.231689,585.638672
10147,0,1210.619507,-667.541260,470.146667,1223.101929,-461.024902,452.869232,1255.163940,-373.301117,362.041229,,,,1275.281250,-357.541046,432.538483,1201.489136,-168.325897,380.415802,1174.335327,186.151764,10.219611,1125.473511,680.894287,183.997528,1109.447754,820.684998,200.241180,852.391296,828.791992,199.336273,828.355103,688.527222,187.476028,751.762939,207.118668,12.250721,696.065002,-178.625153,394.568878,650.590881,-328.651825,494.946960,,,,723.242676,-339.340332,510.429321,665.140320,-442.031494,473.039001,640.408997,-648.414795,491.657471,782.945374,-93.030472,587.694580,661.573486,571.149902,668.956116,966.707886,868.903748,701.757874,1288.979004,554.327881,666.262451,1110.166260,-99.242188,585.596375
10148,0,1210.670776,-667.535583,470.172668,1223.146118,-461.017487,452.873352,1255.167114,-373.289948,362.101410,,,,1275.134399,-356.953369,432.187378,1201.501709,-168.291733,380.414185,1174.403687,186.237564,10.130800,1125.463379,680.878540,183.990463,1109.441895,820.692200,200.249237,852.440674,828.850586,199.298767,828.258911,688.514832,187.591660,751.791138,207.116928,12.243020,696.082825,-178.683090,394.602356,650.641113,-328.653900,494.919434,,,,723.483093,-339.367645,510.721313,665.119446,-442.020660,473.061310,640.336670,-648.340088,491.798340,782.964539,-92.990379,587.686646,661.673157,571.111267,668.916870,966.724670,868.884277,701.732361,1288.986694,554.332458,666.250977,1110.155273,-99.249367,585.612244
10149,0,1210.674927,-667.540466,470.211456,1223.119019,-461.016113,452.884308,1255.168213,-373.274414,362.092529,,,,1275.122803,-356.962097,432.208710,1202.005005,-168.147690,380.692963,1174.251343,186.290955,10.058711,1125.434692,680.883728,183.989853,1109.442505,820.710693,200.247345,852.380676,828.852417,199.287567,828.327454,688.598267,187.583893,751.766113,207.128555,12.264893,696.044250,-178.694092,394.627838,650.610840,-328.673492,494.923889,,,,723.508484,-339.364594,510.837250,665.127808,-442.017883,473.072479,640.377930,-648.382568,491.681335,783.009399,-93.054260,587.680054,661.540466,571.196411,668.943481,966.716309,868.900879,701.752686,1289.038452,554.404297,666.319458,1110.177124,-99.201675,585.615662
10150,0,1210.684326,-667.507507,470.189819,1223.120850,-460.999481,452.897705,1255.169922,-373.288422,362.153595,,,,1275.131714,-356.962067,432.235321,1201.501221,-168.295883,380.421051,1174.378052,186.293213,10.026098,1125.439941,680.902527,184.011490,1109.449829,820.709290,200.240707,852.401917,828.843811,199.343109,828.467163,688.409851,187.379211,751.805542,207.110870,12.257753,696.024048,-178.639328,394.686249,650.523438,-328.660492,494.980621,,,,723.563538,-339.384399,510.841980,665.154968,-441.991455,473.073822,640.361694,-648.352112,491.726440,782.932434,-92.996933,587.680786,661.562134,571.196228,668.996277,966.701233,868.904846,701.744568,1289.024780,554.399719,666.314331,1110.184814,-99.218262,585.616333
10151,0,1210.687500,-667.531128,470.211548,1223.116943,-460.973236,452.895081,1255.167114,-373.257141,362.131104,,,,1275.148682,-356.939911,432.210938,1201.517456,-168.261444,380.415436,1174.303101,186.278076,10.003898,1125.482544,680.931091,183.992783,1109.486328,820.713379,200.254089,852.354614,828.793396,199.314133,828.496399,688.539734,187.532242,751.769592,207.096283,12.261811,696.036682,-178.713989,394.654327,650.552673,-328.656647,494.947388,,,,723.594666,-339.367096,510.876953,665.104370,-441.976349,473.104675,640.382690,-648.339111,491.720703,782.905029,-92.995041,587.689636,661.591309,571.162231,668.970032,966.741089,868.898499,701.763245,1289.008057,554.371643,666.273315,1110.165161,-99.211426,585.630676
10152,0,1210.670898,-667.539124,470.217407,1223.105347,-461.005585,452.894318,1255.169189,-373.290985,362.172760,,,,1275.149902,-357.009064,432.206543,1201.498413,-168.302094,380.446991,1174.260254,186.336319,10.024419,1125.447632,680.872925,184.018463,1109.486206,820.699158,200.234329,852.390564,828.828430,199.358841,828.243164,688.657532,187.759018,751.801392,207.089157,12.248826,696.112305,-178.677597,394.590332,650.506104,-328.682800,494.922211,,,,723.572266,-339.332672,510.877197,665.122620,-441.995972,473.064423,640.366516,-648.403259,491.736511,782.961853,-92.973923,587.643127,661.587158,571.153564,669.010132,966.723022,868.891602,701.753784,1288.966187,554.354065,666.310303,1110.153687,-99.230858,585.642456
10153,0,1210.685059,-667.521973,470.172241,1223.107666,-461.017059,452.881531,1255.140503,-373.267944,362.116241,,,,1275.264771,-357.519226,432.596130,1201.524048,-168.283737,380.441650,1174.411865,186.364990,9.950097,1125.448242,680.883179,184.018326,1109.477295,820.710938,200.275208,852.481995,828.824097,199.268112,828.176514,688.682617,187.809204,751.766235,207.082779,12.248868,696.024963,-178.669022,394.657928,650.538025,-328.668915,494.948517,,,,723.500916,-339.350647,510.902344,665.117737,-441.958862,473.105408,640.362000,-648.399414,491.761383,783.044006,-93.109436,587.671814,661.653564,571.189758,669.025879,966.720825,868.903442,701.749939,1288.986328,554.355835,666.278931,1110.194336,-99.196220,585.603699
10154,0,1210.633667,-667.527527,470.200470,1223.103394,-461.007874,452.869965,1255.158569,-373.267609,362.018921,,,,1275.090454,-357.016083,432.182007,1201.514282,-168.272949,380.442108,1174.510254,186.148575,10.153362,1125.477173,680.885620,184.033951,1109.461914,820.706848,200.242188,852.400452,828.820190,199.255630,828.572693,688.485474,187.413223,751.755737,207.085083,12.267220,696.040161,-178.655411,394.554108,650.621033,-328.670563,494.931793,,,,723.639587,-339.374176,510.813354,665.145996,-441.986816,473.075714,640.403992,-648.413879,491.698608,783.007996,-93.049316,587.715637,661.594116,571.167664,668.988159,966.739685,868.894653,701.772095,1288.976196,554.314819,666.270020,1110.175659,-99.216873,585.634155
10155,0,1210.676270,-667.562012,470.192657,1223.114502,-461.010071,452.873657,1255.141357,-373.284332,362.037079,,,,1275.084717,-357.006805,432.186737,1202.023560,-168.169342,380.661041,1174.285645,186.053329,10.180826,1125.430664,680.891846,183.982147,1109.470215,820.699158,200.215179,852.438721,828.821716,199.342377,828.200867,688.658997,187.676178,751.778503,207.105499,12.273086,696.119263,-178.678711,394.561584,650.535767,-328.673218,494.957336,,,,723.887573,-339.381195,510.794983,665.108398,-442.021973,473.065002,640.389587,-648.410400,491.691101,782.876099,-92.989815,587.649170,661.601013,571.163208,668.979431,966.708740,868.903320,701.753357,1288.992676,554.326416,666.261719,1110.164429,-99.248589,585.621216
10156,0,1210.619507,-667.532410,470.145172,1223.116699,-461.021576,452.869934,1255.142944,-373.306366,362.075897,,,,1275.124634,-357.012787,432.190948,1201.501953,-168.292435,380.434265,1174.397461,186.330963,9.977174,1125.435303,680.871094,184.002563,1109.444214,820.680786,200.231155,852.409668,828.851807,199.305542,828.671631,688.508606,187.340591,751.780579,207.120819,12.249801,696.174988,-178.695435,394.558807,650.667236,-328.679504,494.835846,,,,723.630798,-339.369690,510.784454,665.094543,-442.002777,473.072906,640.381042,-648.409119,491.702942,782.985046,-93.083298,587.711182,661.582092,571.142456,669.046387,966.705994,868.907959,701.752869,1289.000000,554.307434,666.282288,1110.145142,-99.240807,585.615967
10157,0,1210.637817,-667.550903,470.165070,1223.121216,-461.018707,452.879730,1255.149536,-373.290253,362.015778,,,,1275.276978,-357.488129,432.549255,1201.509888,-168.287872,380.451324,1174.344604,186.290222,10.002399,1125.456909,680.922485,184.014877,1109.458130,820.689758,200.254547,852.441162,828.824280,199.325928,828.090027,688.628418,187.769699,751.791321,207.111969,12.239420,696.138489,-178.680588,394.543579,650.629211,-328.638245,494.892181,,,,723.631470,-339.380096,510.809662,665.104248,-442.003510,473.060669,640.386536,-648.383240,491.648560,782.942688,-93.001564,587.597961,661.589294,571.157104,668.928406,966.745850,868.909485,701.744019,1288.962891,554.337952,666.281433,1110.179443,-99.211327,585.600525
10158,0,1210.665283,-667.536133,470.154755,1223.135010,-461.028015,452.886353,1255.159546,-373.290009,362.065247,,,,1275.288574,-357.530151,432.575653,1201.520996,-168.277985,380.438568,1174.371460,186.252029,10.149048,1125.443726,680.899963,184.043320,1109.461426,820.714661,200.270630,852.387512,828.802307,199.290100,828.495422,688.505493,187.510132,751.764038,207.096695,12.247466,696.062012,-178.656570,394.604340,650.560730,-328.701660,494.926941,,,,723.625061,-339.350189,510.840607,665.072632,-442.012146,473.056824,640.383118,-648.466858,491.716461,782.965210,-93.029602,587.648376,661.566467,571.156067,668.933044,966.737549,868.891724,701.745605,1288.962158,554.333740,666.300659,1110.193970,-99.225845,585.589172
10159,0,1210.682251,-667.598633,470.190765,1223.124390,-461.006866,452.882751,1255.196533,-373.237305,362.089020,,,,1275.109009,-356.947235,432.194092,1201.998657,-168.147507,380.682770,1174.304688,186.160187,10.195528,1125.458008,680.902344,184.006622,1109.506348,820.705627,200.303116,852.422607,828.833923,199.316711,828.322266,688.528503,187.657806,751.801453,207.074493,12.198029,695.999634,-178.654922,394.586365,650.614136,-328.625031,494.897125,,,,723.679199,-339.353851,510.817596,665.095642,-442.011444,473.051575,640.404480,-648.371033,491.662720,782.988525,-93.032227,587.647644,661.583252,571.157715,669.016907,966.711365,868.929016,701.745544,1289.043701,554.393494,666.347595,1110.180542,-99.195282,585.638855
10160,0,1210.653076,-667.525696,470.212128,1223.115356,-460.989288,452.894318,1255.180908,-373.235107,362.104095,,,,1275.260620,-357.473572,432.670807,1202.007812,-168.146347,380.708221,1174.382446,186.266495,10.135118,1125.458252,680.902161,183.988953,1109.455322,820.675720,200.241394,852.402527,828.824036,199.319351,828.519653,688.408325,187.419083,751.840027,207.065948,12.168791,696.023438,-178.665192,394.603333,650.620789,-328.628326,494.919403,,,,723.610962,-339.371307,510.827545,665.122742,-442.001831,473.058197,640.404968,-648.401917,491.717346,782.908691,-92.978218,587.619446,661.547485,571.193604,668.996521,966.691528,868.901306,701.745361,1289.024780,554.409363,666.340881,1110.182373,-99.211716,585.638672
10161,0,1210.717529,-667.555664,470.259216,1223.116577,-460.998871,452.903656,1255.175415,-373.244507,362.158081,,,,1275.306519,-357.531097,432.643646,1201.514160,-168.286850,380.449341,1174.271851,186.294876,10.040781,1125.447510,680.887451,184.011810,1109.463501,820.743408,200.267151,852.338440,828.795044,199.323380,828.371033,688.594055,187.655823,751.814392,207.072586,12.173270,696.001526,-178.698334,394.585022,650.507080,-328.671265,494.982391,,,,723.476318,-339.556824,510.392181,665.117371,-441.993256,473.085846,640.380188,-648.363586,491.730927,782.971619,-92.926910,587.648499,661.559143,571.138306,669.010254,966.737549,868.895508,701.784485,1288.990845,554.356934,666.304443,1110.183838,-99.208260,585.612976
10162,0,1210.670044,-667.552002,470.195740,1223.132324,-460.998901,452.892090,1255.167236,-373.261932,362.125000,,,,1275.133423,-356.995483,432.216522,1202.028931,-168.144089,380.670349,1174.456299,186.295822,10.172726,1125.480469,680.888000,184.013763,1109.468384,820.664734,200.233292,852.515808,828.866882,199.228745,828.494019,688.530518,187.515747,751.808594,207.048752,12.195984,696.152161,-178.660614,394.620087,650.598694,-328.652618,494.950989,,,,723.913513,-339.361237,510.803711,665.150574,-441.985901,473.094513,640.668945,-647.934204,491.349884,783.027222,-92.970978,587.679077,661.567871,571.158020,668.974243,966.750793,868.893982,701.755371,1288.976196,554.339905,666.274719,1110.167725,-99.209312,585.621765
10163,0,1210.689331,-667.577271,470.223083,1223.105347,-461.003235,452.898102,1255.172363,-373.264557,362.089020,,,,1275.122925,-357.019775,432.206207,1201.500366,-168.287292,380.448059,1174.304565,186.333023,10.016477,1125.448486,680.889160,183.989471,1109.472656,820.708008,200.262741,852.395142,828.762817,199.290115,828.405701,688.467834,187.586960,751.802734,207.064224,12.181878,695.990784,-178.664917,394.618164,650.681885,-328.673218,494.852295,,,,723.860107,-339.355255,510.809845,665.125610,-441.997345,473.106232,640.471130,-648.273987,491.682312,782.954895,-93.031425,587.619019,661.593811,571.168091,669.034302,966.712646,868.891479,701.750549,1288.993896,554.336975,666.293518,1110.172363,-99.222771,585.616394
10164,0,1210.654785,-667.538757,470.215881,1223.109497,-460.995758,452.908203,1255.214355,-373.319794,362.047180,,,,1275.098389,-356.942902,432.170929,1201.490112,-168.243851,380.446198,1174.290161,186.145706,10.157169,1125.479492,680.923950,184.064362,1109.453369,820.706116,200.267639,852.372620,828.798279,199.296463,828.457153,688.476807,187.507919,751.829407,207.003342,12.142954,696.126038,-178.673248,394.550232,650.616028,-328.678925,494.854279,,,,723.882263,-339.365997,510.799713,665.116577,-441.981903,473.073975,640.471558,-648.306580,491.577911,782.975708,-93.034782,587.646118,661.587646,571.149902,668.967957,966.681152,868.841797,701.747986,1289.025635,554.375916,666.322571,1110.170166,-99.214661,585.609802
10165,0,1210.670654,-667.563416,470.162567,1223.134033,-461.038391,452.860443,1255.161011,-373.313629,362.047546,,,,1275.132690,-356.955322,432.155914,1202.004150,-168.162598,380.686340,1174.437866,186.226120,10.168923,1125.467041,680.892395,184.005402,1109.478271,820.699768,200.256332,852.412476,828.820251,199.303650,828.238098,688.516052,187.773621,751.866943,206.993362,12.094787,696.003601,-178.650070,394.677643,650.580322,-328.681915,494.942352,,,,723.860962,-339.370605,510.832184,665.122864,-441.984406,473.079498,640.432678,-648.279602,491.607941,782.958191,-92.966431,587.614502,661.627319,571.104553,668.971008,966.740417,868.897034,701.739380,1288.982056,554.309937,666.251526,1110.197998,-99.227638,585.600647
10166,0,1210.677612,-667.582458,470.171661,1223.135864,-461.049072,452.869690,1255.143555,-373.322815,362.061279,,,,1275.212769,-357.445557,432.509827,1201.501343,-168.285263,380.429108,1174.361572,186.166748,10.136210,1125.440063,680.879395,183.979141,1109.461914,820.681702,200.243790,852.407104,828.782410,199.307449,828.520508,688.421387,187.401550,751.855225,206.942810,12.042292,696.017151,-178.685226,394.648346,650.493591,-328.686035,494.986847,,,,723.865967,-339.357635,510.786774,665.133972,-442.022858,473.054871,640.471863,-648.305054,491.579468,782.956116,-92.904015,587.655457,661.589539,571.115356,668.980957,966.712708,868.866333,701.750244,1289.001343,554.320007,666.275940,1110.151611,-99.251945,585.618347
10167,0,1210.698486,-667.545288,470.193634,1223.114746,-460.997406,452.881256,1255.150879,-373.329620,362.020996,,,,1275.072144,-356.961914,432.209351,1202.015015,-168.134567,380.697052,1174.419067,186.383026,9.963235,1125.497559,680.924316,184.055710,1109.477295,820.704041,200.278107,852.432800,828.786072,199.241837,828.135315,688.641541,187.725815,751.939697,206.852310,11.913281,696.027466,-178.665634,394.603271,650.583984,-328.659973,494.962189,,,,723.884949,-339.357697,510.793274,665.115051,-442.003235,473.050781,640.455200,-648.328186,491.570679,782.976440,-93.009575,587.711548,661.598511,571.168762,669.045715,966.730042,868.894836,701.769165,1288.996948,554.350647,666.281311,1110.153687,-99.236588,585.611816
10168,0,1210.653564,-667.510010,470.150665,1223.121582,-461.024536,452.865631,1255.188599,-373.302124,362.036041,,,,1275.094971,-356.983307,432.165680,1201.516357,-168.279831,380.436707,1174.269165,186.307770,9.977106,1125.432495,680.911194,184.007187,1109.453735,820.697693,200.230118,852.401123,828.795532,199.287903,828.481506,688.518433,187.479965,751.908142,206.857254,11.901492,695.980469,-178.678955,394.677063,650.576782,-328.672180,494.912720,,,,723.873779,-339.382599,510.801422,665.087585,-441.997345,473.055939,640.305054,-648.228638,491.668488,782.964478,-92.953201,587.625427,661.596802,571.126343,668.981628,966.727661,868.906433,701.731934,1288.967529,554.311646,666.268921,1110.167114,-99.253769,585.576599
10169,0,1210.692871,-667.576721,470.188446,1223.105469,-461.046722,452.871735,1255.162842,-373.289032,362.112274,,,,1275.089600,-356.951782,432.183563,1202.020508,-168.176010,380.668121,1174.330322,186.218613,10.175243,1125.455200,680.849304,184.004822,1109.467163,820.692139,200.260239,852.369873,828.822144,199.376450,828.462769,688.646301,187.508636,751.868591,206.870728,11.937674,696.065918,-178.691544,394.631653,650.550964,-328.656464,494.932098,,,,723.898560,-339.362518,510.815674,665.116699,-441.988983,473.048401,640.415039,-648.312317,491.652191,782.916992,-92.948441,587.627625,661.613098,571.130066,668.970337,966.709229,868.887390,701.740723,1289.043701,554.367310,666.307251,1110.153198,-99.251183,585.643860
10170,0,1210.674438,-667.526245,470.222198,1223.108765,-460.986420,452.908264,1255.168457,-373.319611,362.133728,,,,1275.114136,-356.972473,432.271118,1201.518677,-168.258789,380.479614,1174.370605,186.409439,10.011824,1125.469727,680.938965,184.054199,1109.460815,820.710693,200.250946,852.368774,828.840942,199.340271,828.593811,688.415527,187.278244,751.847595,206.848755,11.899366,696.122803,-178.650314,394.451111,650.568481,-328.640747,494.937378,,,,723.893738,-339.350769,510.797607,665.138489,-442.017517,473.049805,640.391602,-648.284485,491.662384,782.980469,-93.101265,587.676392,661.628113,571.227051,668.999451,966.722229,868.875916,701.766052,1289.035034,554.408997,666.332642,1110.166992,-99.218254,585.639709
10171,0,1210.685547,-667.554504,470.261536,1223.118408,-460.987000,452.891296,1255.175415,-373.290375,362.184479,,,,1275.286377,-357.405792,432.633728,1201.472778,-168.280823,380.421478,1174.407715,186.388855,10.026026,1125.451904,680.918030,184.029648,1109.476562,820.715515,200.268494,852.404968,828.807617,199.302628,828.385437,688.607422,187.630447,751.799438,206.845200,11.952230,696.078796,-178.662354,394.601959,650.533081,-328.659790,494.974060,,,,723.915466,-339.363190,510.835938,665.120789,-441.984100,473.101044,640.416931,-648.303406,491.713562,782.985535,-93.088104,587.664490,661.587219,571.164917,668.992859,966.711975,868.883240,701.772339,1288.983398,554.343567,666.312561,1110.156128,-99.234436,585.655090
10172,0,1210.683105,-667.543091,470.196320,1223.127197,-461.013489,452.878235,1255.179810,-373.262634,362.134644,,,,1275.117920,-357.004486,432.266693,1201.494019,-168.303116,380.403656,1174.349487,186.191330,10.110707,1125.485962,680.902405,184.003754,1109.456543,820.702637,200.257950,852.506104,828.776855,199.263840,828.179138,688.600952,187.717621,751.747131,206.861435,11.951432,696.047791,-178.658722,394.611053,650.517151,-328.656525,494.922333,,,,723.867615,-339.365509,510.774719,665.127258,-441.952759,473.083710,640.412903,-648.323853,491.677368,783.039307,-93.015533,587.670837,661.594238,571.148315,668.950439,966.737610,868.888794,701.740601,1289.010498,554.379150,666.314209,1110.137817,-99.222260,585.630981
10173,0,1210.680908,-667.532471,470.198334,1223.128540,-460.985291,452.888184,1255.154175,-373.303986,362.115845,,,,1275.133911,-356.912048,432.206604,1201.499023,-168.273163,380.452850,1174.400879,186.384583,10.005993,1125.486572,680.890381,184.031860,1109.465820,820.724609,200.254654,852.380310,828.858887,199.353470,828.273743,688.529663,187.664185,751.749634,206.886658,12.023537,696.082458,-178.636108,394.547394,650.577393,-328.696503,494.922821,,,,723.878906,-339.363953,510.818481,665.156372,-441.992737,473.083252,640.402527,-648.334717,491.695038,783.093018,-93.120773,587.647339,661.594177,571.138489,668.945496,966.718140,868.907715,701.752563,1289.056396,554.401917,666.315491,1110.190186,-99.219147,585.653503
10174,0,1210.651611,-667.538086,470.170685,1223.105835,-461.006805,452.868347,1255.166992,-373.301117,362.032593,,,,1275.288086,-357.505432,432.560333,1202.001587,-168.182205,380.692535,1174.360474,186.286606,10.178647,1125.471680,680.912231,184.043060,1109.474609,820.710083,200.287857,852.438049,828.890686,199.279907,828.406006,688.471008,187.552750,751.748474,206.953430,12.102280,696.050659,-178.639435,394.595428,650.573425,-328.655304,494.919983,,,,723.870605,-339.348145,510.825867,665.116272,-441.992554,473.056793,640.402344,-648.377991,491.677216,782.902100,-93.048103,587.733704,661.569397,571.212524,669.042664,966.730530,868.910461,701.768250,1288.991821,554.359436,666.284851,1110.190063,-99.226723,585.628418
