Trajectories
100
,,WBObject:WB_ID1,,,WBObject:WB_ID2,,,WBObject:WB_ID3,,,WBObject:WB_ID4,,,WBObject:WB_ID5,,,WBObject:WB_ID6,,,WBObject:WB_ID7,,,WBObject:WB_ID8,,,WBObject:WB_ID9,,,WBObject:WB_ID10,,,WBObject:WB_ID11,,,WBObject:WB_ID12,,,WBObject:WB_ID13,,,WBObject:WB_ID14,,,WBObject:WB_ID15,,,WBObject:WB_ID16,,,WBObject:WB_ID17,,,WBObject:WB_ID18,,,WBObject:WB_ID19,,,WBObject:WB_ID20,,,WBObject:WB_ID21,,,WBObject:WB_ID22,,,WBObject:WB_ID23,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1735,0,977.528076,-552.450623,473.489166,1024.264282,-351.496094,455.309570,1071.093262,-272.039215,364.920166,1093.933960,-265.746552,395.515869,1093.156616,-257.848480,434.493622,1051.936401,-59.536804,381.898926,1082.793335,294.167084,10.453835,1118.750732,789.524353,181.681595,1126.119507,930.353882,196.646057,874.117126,980.322205,196.757980,826.862183,845.989258,185.013885,669.745667,383.490997,13.542964,552.179626,14.641562,396.865417,,,,514.909241,-135.029083,519.599121,552.684143,-148.475952,514.471313,477.741882,-240.108017,476.967407,419.504761,-439.169952,496.049774,652.994385,85.024521,589.989441,644.101501,760.271179,667.754333,995.025208,1003.292786,698.893250,1259.985352,638.917664,664.182861,974.639954,24.082695,587.003357
1736,0,977.518127,-552.424622,473.489563,1024.252441,-351.489410,455.334961,1071.114624,-272.009399,364.890778,1093.998901,-265.745117,395.519043,1093.182251,-257.861603,434.479584,1051.947876,-59.542641,381.949493,1082.773804,294.190552,10.478857,1118.729370,789.504089,181.723282,1126.143066,930.382202,196.728165,874.068176,980.327148,196.720551,826.895569,845.960449,184.908112,669.719421,383.500458,13.561964,552.110962,14.619773,396.892639,,,,514.563965,-135.265549,519.773560,552.637390,-148.465286,514.475525,477.726044,-240.133621,476.982483,419.569244,-439.127136,496.145233,652.925354,85.065369,590.143188,644.045166,760.237366,667.832214,994.917603,1003.212952,698.956299,1259.932861,638.906311,664.226196,974.634888,24.128803,586.978210
1737,0,977.650940,-552.416138,473.537659,1024.307617,-351.478394,455.334381,1071.171631,-272.004700,364.893738,1094.091553,-265.688202,395.497070,1093.223511,-257.849396,434.478058,1051.685669,-59.772568,381.445374,1082.837891,294.159760,10.387450,1118.768188,789.545959,181.744705,1126.167480,930.376465,196.674576,874.108948,980.316162,196.777313,826.829956,845.919861,185.024414,669.751587,383.532562,13.571291,552.278198,14.449580,396.881287,,,,514.714050,-135.218597,519.802734,552.741333,-148.447571,514.479919,477.762177,-240.103928,476.970337,419.587341,-439.121765,496.191589,653.045898,84.948975,590.005310,644.066406,760.283508,667.820068,995.018738,1003.293030,698.938232,1260.008789,638.894104,664.226135,974.673950,24.084238,587.037598
1738,0,977.564392,-552.407227,473.546082,1024.253418,-351.528473,455.343536,1071.155029,-272.110596,364.967682,1094.014282,-265.797180,395.564636,1093.166138,-257.837799,434.478455,1051.611572,-59.817978,381.495972,1082.760986,294.101440,10.411117,1118.699829,789.534302,181.743057,1126.109253,930.361572,196.690552,874.061890,980.297180,196.762146,826.931763,845.887390,184.926453,669.706909,383.487762,13.557449,552.262634,14.535807,396.791107,,,,514.554077,-135.279434,519.878296,552.610291,-148.492310,514.492615,477.707550,-240.128067,476.995941,419.552216,-439.112823,496.174652,652.982544,84.969131,590.024719,644.043762,760.276489,667.824463,994.956360,1003.253845,698.901245,1259.984009,638.904419,664.215454,974.592041,24.175236,587.000793
1739,0,977.656006,-552.427734,473.497192,1024.317139,-351.491150,455.307434,1071.249023,-272.000031,364.803009,1094.081299,-265.656250,395.476501,1093.198975,-257.822845,434.475769,1051.670532,-59.808636,381.458618,1082.727539,294.050049,10.376370,1118.786621,789.530762,181.742645,1126.193848,930.388855,196.701843,874.078003,980.297119,196.856720,826.898010,845.919373,184.972733,669.743225,383.492035,13.553642,552.282837,14.501939,396.784973,,,,514.649414,-135.279633,519.788147,552.778870,-148.458008,514.356445,477.810913,-240.132095,476.941254,419.562866,-439.149200,496.164734,653.050171,84.984344,590.003174,644.072815,760.264587,667.812988,995.006287,1003.295654,698.905762,1260.014648,638.935730,664.214722,974.611450,24.189316,586.951599
1740,0,977.591858,-552.427307,473.546997,1024.292847,-351.491943,455.309906,1071.157837,-272.051361,364.923950,1094.039429,-265.751617,395.541779,1093.213623,-257.870361,434.473724,1051.964111,-59.544201,381.915558,1082.782959,294.102173,10.421477,1118.727295,789.503601,181.700378,1126.136230,930.354126,196.645981,874.131348,980.357605,196.686844,826.794983,846.078064,185.100449,669.763428,383.492706,13.555835,552.350220,14.362879,396.765808,,,,514.929504,-135.067154,519.622681,552.731506,-148.487244,514.490417,477.810455,-240.172958,476.976776,419.585266,-439.170807,496.176758,653.008667,84.994759,590.046021,644.085022,760.276184,667.805420,994.958008,1003.274109,698.956055,1260.007446,638.888855,664.212952,974.671631,24.055147,587.028748
1741,0,977.558411,-552.430237,473.475037,1024.271484,-351.528503,455.307739,1071.150391,-272.026611,364.921234,1094.073608,-265.714539,395.562866,1093.156372,-257.854523,434.464111,1051.979004,-59.508816,381.946228,1082.751709,294.137238,10.405951,1118.728516,789.517822,181.746750,1126.125977,930.352539,196.711411,874.040649,980.279114,196.809509,826.943237,845.941223,184.935074,669.735840,383.479736,13.572348,552.288818,14.492127,396.754150,,,,514.638062,-135.118973,519.851807,552.684875,-148.469849,514.440796,477.758698,-240.162537,476.962402,419.574280,-439.154633,496.134918,652.989746,84.966690,590.016479,644.043091,760.244385,667.830444,994.997192,1003.288025,698.926086,1259.990234,638.918152,664.213379,974.659241,24.117487,586.989990
1742,0,977.657166,-552.441406,473.530365,1024.295288,-351.499847,455.281647,1071.265137,-272.139374,364.906860,1094.094360,-265.686951,395.479034,1093.263184,-257.880524,434.496704,1051.635254,-59.780396,381.419861,1082.785034,294.095001,10.329088,1118.752319,789.520691,181.694733,1126.162354,930.375793,196.643707,874.076965,980.315308,196.781296,826.821594,845.977051,185.073120,669.775391,383.506836,13.531804,552.322998,14.420830,396.776276,,,,514.626831,-135.295319,519.766541,552.697021,-148.490265,514.430542,477.803345,-240.147614,476.931885,419.608398,-439.117737,496.137054,652.993225,85.035652,590.063477,644.032166,760.281006,667.852966,995.032959,1003.277283,698.858887,1260.010132,638.902039,664.183960,974.684021,24.097284,587.015198
1743,0,977.525208,-552.412476,473.468994,1024.241089,-351.550140,455.283813,1071.071777,-272.040497,364.827698,1094.029419,-265.776917,395.522797,1093.136841,-257.855225,434.466705,1051.912964,-59.554806,381.902252,1082.765259,294.119324,10.439008,1118.676514,789.502747,181.702789,1126.107056,930.389709,196.703690,874.053345,980.296082,196.785736,826.878174,846.030212,184.976089,669.721375,383.463715,13.556798,552.384277,14.389235,396.607178,,,,514.577881,-135.254044,519.777100,552.572937,-148.497864,514.424561,477.698059,-240.159439,476.970520,419.522736,-439.125244,496.166138,652.964905,84.963898,590.039612,644.023987,760.237793,667.834900,994.942444,1003.219116,698.925354,1259.958130,638.928101,664.206421,974.579163,24.166885,587.007141
1744,0,977.557373,-552.404297,473.519470,1024.266968,-351.484406,455.290161,1071.213623,-272.085236,364.909912,1094.042725,-265.675446,395.501251,1093.206787,-257.831940,434.488861,1051.664307,-59.786003,381.479095,1082.750977,294.110809,10.364507,1118.787720,789.546082,181.772064,1126.177002,930.391663,196.684738,873.979065,980.315918,196.889526,826.916199,846.001038,185.007751,669.766785,383.508698,13.556375,552.279785,14.357200,396.766266,,,,514.771240,-135.171341,519.746643,552.697998,-148.434494,514.417358,477.765045,-240.135696,476.957611,419.533325,-439.169617,496.021698,653.043762,85.004211,590.002075,644.045166,760.292786,667.854736,995.016541,1003.273254,698.896729,1259.973999,638.927795,664.205444,974.682129,24.117523,586.986694
1745,0,977.533264,-552.484558,473.514282,1024.218628,-351.497498,455.315948,1071.073730,-272.060638,364.970673,1093.973633,-265.716492,395.567932,1093.145630,-257.865387,434.501617,1051.608276,-59.823158,381.469147,1082.872070,294.188690,10.356441,1118.726929,789.528625,181.724106,1126.131470,930.367310,196.653961,874.012146,980.359314,196.818863,826.792236,845.951355,185.057617,669.739624,383.498749,13.551678,552.271240,14.487667,396.735779,,,,514.883545,-135.009613,519.557983,552.654968,-148.508011,514.484741,477.763519,-240.135513,476.958862,419.573212,-439.140961,496.176910,652.969788,84.959915,590.002258,644.056091,760.286560,667.840210,995.014587,1003.283142,698.889404,1259.963745,638.926514,664.172180,974.617004,24.118324,586.993774
1746,0,977.547974,-552.419983,473.444794,1024.277832,-351.486084,455.313263,1071.187866,-272.140686,364.822052,1094.066528,-265.756836,395.494751,1093.228516,-257.817810,434.463135,1051.641846,-59.855003,381.424011,1082.833984,294.146454,10.392161,1118.761475,789.489380,181.746429,1126.152954,930.353271,196.681213,874.067444,980.342896,196.802887,826.878662,845.959778,185.016235,669.739990,383.512299,13.547354,552.390747,14.310155,396.629272,,,,514.601196,-135.277176,519.713623,552.695984,-148.447540,514.412415,477.738342,-240.123505,476.940826,419.535004,-439.124390,496.147858,653.038879,84.990700,590.008057,644.072510,760.274292,667.823425,995.008179,1003.249390,698.881897,1259.979370,638.909851,664.203796,974.561218,24.163527,586.979370
1747,0,977.623230,-552.371582,473.549286,1024.285522,-351.494934,455.322113,1071.239014,-272.102509,364.890839,1094.072998,-265.682037,395.566589,1093.233765,-257.840668,434.523193,1051.711548,-59.773167,381.479919,1082.823364,294.115448,10.393891,1118.758179,789.528809,181.711517,1126.190063,930.387024,196.673996,874.048157,980.388000,196.855515,826.959106,845.906677,184.924164,669.782715,383.509857,13.548000,552.344482,14.340382,396.659180,,,,514.630310,-135.228958,519.811340,552.654053,-148.449493,514.478516,477.795715,-240.098053,476.952789,419.549866,-439.110779,496.184174,653.000244,85.002510,590.042053,644.043091,760.280823,667.812439,994.973145,1003.270264,698.964783,1260.017334,638.915222,664.215759,974.664001,24.058825,587.053772
1748,0,977.560669,-552.452637,473.542725,1024.255615,-351.507263,455.312500,1071.167114,-272.101166,364.960724,1094.054565,-265.790375,395.580536,1093.167603,-257.819275,434.465027,1051.562866,-59.839424,381.448273,1082.801758,294.139771,10.406269,1118.697998,789.523438,181.774506,1126.107422,930.354187,196.697281,874.043152,980.398804,196.713257,826.793823,845.875732,184.970093,669.715759,383.498413,13.555935,552.331177,14.418111,396.728333,,,,514.610474,-135.207870,519.772278,552.654358,-148.474838,514.481873,477.710968,-240.137741,477.007812,419.511566,-439.124756,496.151947,652.951660,85.023285,590.070068,644.073975,760.275513,667.842590,995.002319,1003.255859,698.881409,1259.942139,638.920715,664.210693,974.572815,24.175798,587.000977
1749,0,977.630249,-552.385742,473.492981,1024.285278,-351.488556,455.292206,1071.268555,-271.995728,364.780731,1094.079834,-265.710022,395.462006,1093.241943,-257.826721,434.413269,1051.591919,-59.861668,381.311127,1082.773560,294.100739,10.418231,1118.774048,789.535400,181.713974,1126.184937,930.372681,196.639038,874.060486,980.333618,196.845551,826.842529,845.934509,184.980042,669.778625,383.511505,13.530869,552.328613,14.345304,396.725037,,,,515.134766,-134.997833,519.370789,552.783386,-148.442245,514.431946,477.820282,-240.128616,476.939667,419.578888,-439.131592,496.145477,653.043213,84.944374,590.008423,644.093445,760.261841,667.782837,995.022034,1003.260132,698.862122,1260.017212,638.916687,664.202148,974.698486,24.038637,587.036560
1750,0,977.550903,-552.428467,473.538666,1024.259277,-351.505188,455.314117,1071.088135,-272.047516,364.929535,1094.079346,-265.762207,395.551788,1093.161743,-257.874786,434.484558,1051.942993,-59.539730,381.922882,1082.844971,294.168640,10.440060,1118.715942,789.552917,181.747162,1126.114990,930.378845,196.681778,874.478149,980.190247,196.400650,827.045959,845.937988,184.897141,669.732605,383.509064,13.558940,552.397522,14.342051,396.613037,,,,514.633911,-135.236420,519.833923,552.678406,-148.489639,514.491150,477.769104,-240.159424,476.975494,419.581665,-439.121307,496.176971,653.037109,84.966125,590.043030,644.052307,760.261902,667.775024,994.966309,1003.241394,698.946838,1260.009399,638.940491,664.219604,974.663879,24.116137,586.967896
1751,0,977.603271,-552.421936,473.491547,1024.259033,-351.484497,455.289886,1071.187256,-272.019745,364.890778,1094.099243,-265.730957,395.492676,1093.191040,-257.847015,434.439270,1051.973999,-59.514935,381.929413,1082.826904,294.108002,10.418449,1118.762939,789.562073,181.753479,1126.157471,930.377930,196.710251,874.098450,980.298035,196.801987,826.959473,845.859436,184.889130,669.730774,383.520416,13.561863,552.315796,14.446238,396.721344,,,,514.621216,-135.298981,519.784363,552.739929,-148.440262,514.414062,477.791870,-240.146317,476.940002,419.625183,-439.119568,496.137390,653.002197,84.969833,590.022705,644.129333,760.313904,667.777527,994.942139,1003.222107,698.947449,1259.998413,638.888367,664.233826,974.620911,24.194345,586.966370
1752,0,977.615173,-552.432434,473.533600,1024.267456,-351.524109,455.277283,1071.168335,-272.038208,364.842712,1093.994385,-265.735046,395.464203,1093.223145,-257.879547,434.455536,1051.607666,-59.813038,381.395142,1082.773560,294.149994,10.360380,1118.790283,789.526978,181.715973,1126.146606,930.347046,196.627289,874.462708,980.158325,196.429108,826.825012,845.945801,185.065094,669.772644,383.498077,13.530163,552.341003,14.410118,396.690338,,,,514.967468,-135.064148,519.531433,552.724121,-148.499817,514.445557,477.787598,-240.146255,476.953247,419.605957,-439.118256,496.191589,653.027527,84.962807,590.013123,644.120239,760.265198,667.807983,995.017456,1003.275879,698.865051,1259.964966,638.918762,664.169800,974.671082,24.063940,587.018799
1753,0,977.534058,-552.429810,473.475677,1024.254395,-351.529083,455.285095,1071.077759,-271.994904,364.879486,1094.018433,-265.780060,395.509247,1093.168579,-257.835602,434.445770,1051.657837,-59.809788,381.499268,1082.856079,294.226044,10.426541,1118.733765,789.532776,181.764435,1126.119019,930.375854,196.695557,874.110840,980.265015,196.738358,826.898132,845.959961,184.951660,669.702942,383.498444,13.569903,552.281311,14.406292,396.744415,,,,514.705933,-135.178757,519.772766,552.657715,-148.490158,514.427246,477.770020,-240.158981,476.967560,419.586365,-439.114929,496.159210,652.988953,85.011375,590.080322,644.082581,760.226746,667.836304,994.943909,1003.262634,698.957581,1260.020874,638.931335,664.177490,974.600830,24.190710,586.977234
1754,0,977.598816,-552.392578,473.522888,1024.283936,-351.506653,455.307312,1071.179810,-271.962097,364.840332,1094.080811,-265.758759,395.486267,1093.225464,-257.850372,434.479248,1051.711060,-59.780777,381.447937,1082.779175,294.117859,10.416190,1118.780273,789.537720,181.730392,1126.177368,930.363770,196.688110,874.121826,980.291504,196.765152,826.759338,845.983582,185.020447,669.745972,383.499420,13.531569,552.410156,14.304169,396.701935,,,,514.872742,-135.211166,519.674744,552.700195,-148.451370,514.447632,477.790863,-240.163483,476.934235,419.597839,-439.118073,496.175079,653.026672,85.002991,589.994568,644.041321,760.300903,667.823914,995.031982,1003.278137,698.896912,1260.033569,638.910522,664.211182,974.680359,24.089611,587.005676
1755,0,977.541016,-552.425476,473.510925,1024.257935,-351.538879,455.318085,1071.036987,-272.053741,364.944641,1094.013062,-265.747589,395.506714,1093.147095,-257.863678,434.497955,1051.571289,-59.833382,381.462830,1082.801758,294.120728,10.433696,1118.694580,789.516296,181.737549,1126.120972,930.350586,196.672028,874.136536,980.297119,196.661591,827.042603,845.903564,184.882584,669.709656,383.495758,13.560220,552.317139,14.415656,396.750031,,,,514.919739,-135.038834,519.579895,552.707397,-148.513290,514.501465,477.764435,-240.151535,476.966400,419.614899,-439.110626,496.172363,652.953125,84.987442,590.083984,644.049377,760.228882,667.826721,995.009094,1003.273132,698.894287,1259.958130,638.932068,664.196106,974.637939,24.099987,586.961914
1756,0,977.585754,-552.428223,473.462616,1024.277710,-351.510254,455.290924,1071.257812,-272.103607,364.797485,1094.091309,-265.763336,395.503418,1093.185303,-257.810852,434.441803,1051.574585,-59.865234,381.387756,1082.779907,294.177368,10.423639,1118.767944,789.535583,181.745285,1126.162720,930.377930,196.671631,874.159363,980.275330,196.740738,826.841736,846.031860,185.068024,669.773010,383.472412,13.534135,552.388611,14.397904,396.646576,,,,514.708435,-135.256592,519.674011,552.752136,-148.453964,514.431824,477.767242,-240.129547,476.925385,419.625244,-439.118408,496.178314,653.021973,84.976814,590.032959,644.034119,760.243530,667.840393,995.013855,1003.264099,698.882263,1259.977905,638.923035,664.198914,974.610840,24.173347,586.948608
1757,0,977.568970,-552.435547,473.535736,1024.258789,-351.503174,455.321686,1071.071289,-271.967316,364.830048,1094.016357,-265.794403,395.601288,1093.232056,-257.876984,434.506897,1051.666504,-59.812866,381.406250,1082.792236,294.180634,10.412163,1118.782471,789.536011,181.728973,1126.176147,930.398010,196.676559,874.111755,980.335571,196.709549,826.960571,845.983521,184.985367,669.763916,383.503296,13.523082,552.304321,14.421233,396.781036,,,,514.829529,-134.987137,519.606323,552.657898,-148.476624,514.469177,477.730682,-240.104050,476.953522,419.533752,-439.092773,496.214905,653.035034,84.992889,590.022888,644.063171,760.276855,667.810852,995.022888,1003.274109,698.899597,1260.004639,638.921326,664.174805,974.643982,24.088310,587.011841
1758,0,977.518860,-552.461548,473.484680,1024.242798,-351.495392,455.329102,1071.082886,-271.969757,364.911835,1094.060547,-265.785736,395.567688,1093.152344,-257.861267,434.455505,1051.520508,-59.851593,381.386230,1082.762573,294.183685,10.497202,1118.743530,789.533020,181.792664,1126.115234,930.370911,196.723877,874.138733,980.342590,196.667221,826.963440,845.937134,184.890045,669.720459,383.493347,13.567696,552.324707,14.351631,396.651306,,,,514.574219,-135.176086,519.837036,552.636658,-148.487534,514.444275,477.720459,-240.124588,476.972992,419.540375,-439.092529,496.186310,652.957886,85.023888,590.056091,644.063354,760.285706,667.791077,994.978210,1003.262878,698.898743,1259.963013,638.925537,664.215332,974.566223,24.183815,587.003113
1759,0,977.611694,-552.446594,473.553955,1024.273682,-351.497681,455.316864,1071.262329,-272.075439,364.854675,1094.138184,-265.742920,395.564636,1093.229004,-257.855804,434.475861,1051.705444,-59.822624,381.377869,1082.771851,294.078033,10.336616,1118.790161,789.530945,181.696106,1126.186646,930.359741,196.645142,874.144287,980.286926,196.724457,826.813171,846.011414,185.097946,669.778748,383.505005,13.549191,552.283386,14.244211,396.842865,,,,514.733643,-135.203384,519.741882,552.745911,-148.456894,514.405396,477.794373,-240.137466,476.932983,419.579010,-439.094604,496.225433,653.011536,85.048714,589.973755,644.045898,760.268372,667.824219,995.037537,1003.270020,698.877808,1259.986206,638.911194,664.191467,974.656555,24.091879,587.028687
1760,0,977.517761,-552.436035,473.518799,1024.227417,-351.527985,455.310455,1071.046875,-272.013763,364.892639,1093.996094,-265.787048,395.569611,1093.149780,-257.836395,434.503540,1051.509521,-59.903034,381.275787,1082.828735,294.153503,10.396688,1118.720947,789.509399,181.724182,1126.120972,930.360474,196.653473,874.094727,980.325928,196.752548,826.962158,845.956177,184.939850,669.722900,383.512665,13.576462,552.305847,14.385983,396.688995,,,,514.534119,-135.266922,519.842102,552.650574,-148.501846,514.474426,477.739563,-240.161484,476.957336,419.624786,-439.108246,496.160248,652.988892,84.998489,590.040222,644.060242,760.220215,667.826111,995.000977,1003.288635,698.895081,1259.959473,638.915833,664.184143,974.651001,24.069162,587.015625
1761,0,977.608093,-552.392090,473.488190,1024.284912,-351.492767,455.290680,1071.221313,-271.942780,364.829437,1094.104614,-265.767181,395.541168,1093.263794,-257.817902,434.476959,1051.632568,-59.861416,381.329498,1082.778809,294.061249,10.394200,1118.785034,789.559753,181.780045,1126.180542,930.390503,196.699341,874.079102,980.257812,196.748535,826.859497,845.972717,185.024719,669.756165,383.501678,13.561372,552.283813,14.273644,396.758972,,,,514.603577,-135.235779,519.803650,552.716858,-148.427536,514.393494,477.765686,-240.133011,476.932617,419.566071,-439.094177,496.182190,652.994934,85.004387,590.064087,644.019775,760.250854,667.815002,995.018555,1003.314148,698.910217,1259.982178,638.928467,664.205383,974.670105,24.087069,587.000061
1762,0,977.578247,-552.455139,473.512177,1024.264038,-351.510406,455.303528,1071.119751,-272.069977,364.852417,1094.043701,-265.777893,395.491272,1093.194336,-257.853210,434.474548,1051.490479,-59.930523,381.219391,1082.815186,294.111572,10.343292,1118.715210,789.524475,181.693695,1126.142700,930.368774,196.644135,874.076599,980.366516,196.790680,826.912720,846.004211,185.038223,669.778748,383.481598,13.526415,552.381714,14.364667,396.629974,,,,514.908936,-135.033157,519.548706,552.675110,-148.510803,514.433838,477.750183,-240.131958,476.936401,419.575714,-439.096893,496.218994,653.039368,85.011734,589.996643,644.102722,760.273865,667.776550,995.025452,1003.277283,698.866943,1259.959839,638.919922,664.178894,974.673096,24.063803,587.005127
1763,0,977.562500,-552.433289,473.458160,1024.284302,-351.518097,455.282013,1071.178833,-272.075317,364.823792,1094.066895,-265.790039,395.480194,1093.187256,-257.805756,434.426239,1051.421387,-60.010353,381.172638,1082.827637,294.183105,10.484885,1118.745483,789.523010,181.714264,1126.121704,930.365662,196.688416,874.060852,980.299316,196.800842,826.866516,845.920105,184.957428,669.750977,383.475616,13.544393,552.254639,14.429235,396.737518,,,,514.718933,-135.251129,519.700012,552.728516,-148.466263,514.435669,477.745605,-240.144577,476.971527,419.620972,-439.124695,496.175293,652.994080,84.987473,590.003174,644.060425,760.206421,667.830444,994.997864,1003.263855,698.890503,1259.964111,638.939026,664.200500,974.611633,24.155727,586.966064
1764,0,977.649109,-552.449829,473.536072,1024.301392,-351.493652,455.305420,1071.232666,-272.049774,364.857117,1094.123413,-265.763733,395.507050,1093.247070,-257.849396,434.459991,1052.004150,-59.529049,381.898743,1082.837280,294.124207,10.362327,1118.787354,789.544006,181.716003,1126.207397,930.410156,196.694183,874.087097,980.335754,196.808502,827.093872,845.855347,184.848679,669.794495,383.502777,13.528411,552.387634,14.343742,396.712677,,,,514.620239,-135.211456,519.872803,552.731750,-148.450531,514.456665,477.834778,-240.151031,476.953278,419.631989,-439.138092,496.206512,653.057983,85.033142,589.964966,644.063416,760.319458,667.854980,995.049255,1003.306152,698.873352,1260.023804,638.936157,664.206421,974.698669,24.053312,587.044006
1765,0,977.515564,-552.420593,473.494507,1024.242188,-351.517456,455.286743,1071.123169,-272.092865,364.914581,1094.045044,-265.834351,395.503693,1093.182373,-257.880280,434.483368,1051.927490,-59.547523,381.936096,1082.813965,294.111267,10.410003,1118.683960,789.514709,181.722183,1126.109009,930.356018,196.699890,874.053772,980.274414,196.756638,826.775208,845.971863,185.030136,669.727417,383.486267,13.559588,552.368225,14.409317,396.702026,,,,514.861694,-134.996811,519.649780,552.661987,-148.488205,514.456177,477.731476,-240.150299,476.992950,419.567444,-439.120422,496.176178,652.967346,84.986961,590.031677,644.105713,760.348572,667.767029,994.993408,1003.289551,698.895264,1259.970825,638.893311,664.231628,974.646973,24.087400,587.010620
1766,0,977.649414,-552.393127,473.490356,1024.316284,-351.466095,455.288330,1071.309937,-272.045624,364.807800,1094.083374,-265.690796,395.459808,1093.232056,-257.839111,434.453674,1052.026733,-59.517227,381.900299,1082.811279,294.109344,10.378385,1118.748901,789.520508,181.672150,1126.197998,930.377258,196.672852,874.059204,980.300842,196.831223,827.025208,845.867737,184.910049,669.772522,383.492767,13.536389,552.326904,14.394340,396.743073,,,,514.864990,-135.229080,519.572327,552.781616,-148.441681,514.394104,477.810425,-240.137817,476.914490,419.617676,-439.133972,496.158966,653.023987,84.992996,590.031738,644.093750,760.255676,667.834290,995.057434,1003.279236,698.875793,1260.024048,638.921509,664.196472,974.674622,24.094889,587.003906
1767,0,977.536743,-552.463867,473.535919,1024.260376,-351.522095,455.340240,1071.084961,-272.050720,364.880035,1094.033203,-265.740173,395.535828,1093.139526,-257.843201,434.515137,1051.928223,-59.560913,381.914062,1082.847534,294.181763,10.401902,1118.751953,789.489929,181.744522,1126.111328,930.352051,196.654449,874.046021,980.325562,196.815735,826.915100,845.883545,184.983994,669.740601,383.500092,13.586598,552.332947,14.407918,396.698120,,,,514.533447,-135.242081,519.881104,552.659058,-148.480530,514.482056,477.783051,-240.151108,476.988770,419.582367,-439.095520,496.224670,652.994080,85.046379,590.046387,644.113708,760.307434,667.833252,995.035522,1003.285522,698.893372,1260.020630,638.907898,664.230774,974.657959,24.081314,587.054199
1768,0,977.570374,-552.426392,473.504547,1024.267944,-351.485870,455.338104,1071.202515,-272.048920,364.877869,1094.072754,-265.686676,395.511322,1093.204224,-257.773956,434.429504,1051.618896,-59.784859,381.482422,1082.824707,294.207581,10.407921,1118.765259,789.533081,181.787659,1126.165527,930.403137,196.724487,873.999756,980.306213,196.909927,826.936890,845.919006,184.926910,669.716492,383.484589,13.569134,552.390686,14.361942,396.602661,,,,514.639526,-135.243347,519.747864,552.655334,-148.432632,514.427307,477.750763,-240.112900,476.974091,419.618591,-439.105072,496.179169,652.975464,85.035744,590.063049,644.051880,760.265381,667.822510,994.959534,1003.258240,698.960083,1259.977173,638.909607,664.212891,974.560547,24.167982,587.002197
1769,0,977.564514,-552.470276,473.508240,1024.282837,-351.519470,455.307281,1071.179688,-272.116089,364.935425,1094.076538,-265.750397,395.574921,1093.202759,-257.865875,434.515533,1051.955078,-59.521603,381.861877,1082.814087,294.063690,10.392457,1118.737427,789.515198,181.671646,1126.193604,930.375366,196.647766,874.004822,980.378845,196.925522,827.000305,845.932190,184.937469,669.764038,383.505798,13.530685,552.342285,14.376001,396.757355,,,,514.619080,-135.174713,519.826050,552.677734,-148.456451,514.458130,477.799286,-240.131500,476.922363,419.584534,-439.111053,496.200470,653.030823,85.081612,590.055969,644.093079,760.283142,667.810425,995.028259,1003.283020,698.908203,1260.000244,638.929077,664.186584,974.658875,24.088348,586.989380
1770,0,977.527344,-552.429199,473.497498,1024.239746,-351.516968,455.289368,1071.151733,-272.073761,364.859955,1094.028198,-265.777802,395.586823,1093.150024,-257.855316,434.454651,1051.926270,-59.540134,381.928619,1082.775146,294.123718,10.409106,1118.722656,789.516846,181.728668,1126.118408,930.361084,196.680603,874.097351,980.340515,196.704147,826.807007,846.002014,185.064453,669.720703,383.489349,13.569994,551.346436,15.888353,397.788513,,,,514.587769,-135.239838,519.808594,552.676758,-148.486832,514.445557,477.722961,-240.139801,476.952301,419.594421,-439.095612,496.131653,652.905334,84.983170,590.050903,644.064026,760.265625,667.686523,994.991577,1003.292908,698.908447,1259.989868,638.890747,664.201843,974.555054,24.159491,586.955505
1771,0,977.636536,-552.412720,473.513336,1024.311035,-351.482025,455.293854,1071.296631,-272.128662,364.868225,1094.091675,-265.716370,395.447693,1093.252075,-257.869720,434.493347,1051.720215,-59.788864,381.450470,1082.847900,294.198883,10.519675,1118.803833,789.547546,181.744141,1126.205688,930.399963,196.706085,874.071777,980.333191,196.831589,826.829651,845.894165,184.992844,669.784302,383.516541,13.531262,552.244080,14.509785,396.838959,,,,514.682251,-135.287460,519.752686,552.689819,-148.431732,514.460693,477.768829,-240.133865,476.930145,419.586945,-439.094635,496.158447,653.048462,84.998039,589.992432,644.073303,760.304688,667.795227,995.073303,1003.252869,698.887756,1260.020752,638.927185,664.200500,974.685791,24.065178,587.031616
