Trajectories
100
,,WB Sys Redo:WB_Door1,,,WB Sys Redo:WB_Door2,,,WB Sys Redo:WB_Door3,,,WB Sys Redo:WB_Door4,,,WB Sys Redo:WB_Door5,,,WB Sys Redo:WB_Door6,,,WB Sys Redo:WB_Door7,,,WB Sys Redo:WB_Door8,,,WB Sys Redo:WB_Door9,,,WB Sys Redo:WB_Door10,,,WB Sys Redo:WB_Frame1,,,WB Sys Redo:WB_Frame2,,,WB Sys Redo:WB_Frame3,,,WB Sys Redo:WB_Frame4,,,WB Sys Redo:WB_Frame5,,,WB Sys Redo:WB_Frame6,,,WB Sys Redo:WB_Frame7,,,WB Sys Redo:WB_Frame8,,,WB Sys Redo:WB_Frame9,,,WB Sys Redo:WB_Frame10,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
30,0,1099.497192,690.420715,930.838806,1103.309204,707.828918,894.924377,1107.164185,743.147888,877.222351,1217.848633,751.960876,1217.423462,1220.178955,767.143311,1648.597900,1166.591431,765.472717,1685.915039,1154.660278,176.935577,1653.901489,1103.760254,182.984589,1688.609497,1100.007324,172.448410,1007.996582,1153.934204,175.936752,1189.967407,1133.875122,1042.850830,1770.964478,1134.285034,917.507751,600.096191,1150.734253,76.927696,322.125305,1148.390137,79.559708,434.732422,1063.620117,17.794037,457.286987,1152.504761,86.297218,1066.430054,1154.158813,86.897827,1176.322144,1050.443359,36.405827,1727.904053,1152.861328,90.882202,1812.487427,1151.099854,92.699699,1924.124146
31,0,1099.785034,690.256409,930.407837,1103.279053,707.725769,894.931946,1107.103394,743.164551,877.242004,1217.860840,751.964600,1217.397583,1220.174927,767.125488,1648.593628,1166.623901,765.463501,1685.875122,1154.664307,176.943680,1653.900513,1103.723877,182.928864,1688.710083,1099.921875,172.481110,1008.100037,1153.950806,175.960388,1189.961182,1133.862793,1042.965576,1771.079346,1134.330078,917.021240,599.969604,1150.346802,77.302559,321.644043,1148.488892,79.605042,434.729614,1063.587769,17.776749,457.315460,1152.453125,86.476097,1066.551880,1154.158691,86.894249,1176.334717,1050.455444,36.448345,1727.909302,1152.855713,90.915115,1812.489624,1151.094971,92.734612,1924.168701
32,0,1099.427734,690.357849,930.700256,1103.383667,707.732544,894.927856,1107.149780,743.121704,877.221130,1217.837769,751.945496,1217.408447,1220.172485,767.131836,1648.611694,1166.594116,765.469971,1685.897705,1154.663086,176.939743,1653.918457,1103.725586,182.945572,1688.554810,1100.182495,172.528625,1007.891296,1153.916260,175.949158,1189.979980,1133.870483,1042.855469,1770.969849,1134.281738,917.426208,600.060791,1150.360474,77.237465,321.675507,1148.458374,79.540436,434.869995,1063.602295,17.806913,457.314087,1152.455322,86.380562,1066.505859,1154.180298,86.880005,1176.345703,1050.472900,36.415325,1727.942749,1152.818848,90.868530,1812.482422,1151.051880,92.675049,1924.123413
33,0,1099.724854,690.057922,930.615479,1103.462646,707.667053,894.796387,1107.099365,743.170593,877.283569,1217.863525,751.977173,1217.419922,1220.187500,767.130981,1648.625610,1166.635986,765.456726,1685.884888,1154.673706,176.942871,1653.920898,1103.815918,182.998566,1688.649292,1100.085327,172.538681,1007.907654,1153.964722,175.968369,1189.998413,1133.796265,1042.507935,1770.796509,1134.329834,917.005737,599.971680,1150.358765,77.278656,321.711884,1148.404419,79.568268,434.679688,1063.624268,17.866648,457.293060,1152.562012,86.387283,1066.540771,1154.205444,86.873703,1176.376953,1050.473511,36.446945,1727.935913,1152.859619,90.892616,1812.459961,1151.095825,92.688095,1924.205933
34,0,1099.488770,690.355042,930.704529,1103.307739,707.735168,894.962769,1107.166016,743.108337,877.246826,1217.788086,751.957336,1217.401367,1220.157349,767.113953,1648.636475,1166.608154,765.415955,1685.892822,1154.670166,176.963943,1653.947510,1103.755127,182.988388,1688.571777,1099.706909,172.356491,1008.296265,1153.926392,175.952408,1189.997437,1133.873779,1042.604126,1770.828003,1134.299194,917.426453,600.051514,1150.753296,76.936699,322.141083,1148.597656,79.088821,434.679047,1063.609375,17.770287,457.345215,1152.529663,86.370346,1066.563232,1154.211060,86.860352,1176.389526,1050.473022,36.379204,1727.969482,1152.813721,90.890297,1812.484863,1151.083740,92.681961,1924.095581
35,0,1099.690430,690.159424,930.651794,1103.284546,707.775391,894.896179,1107.199951,743.116943,877.257263,1217.861084,751.982300,1217.444336,1220.166138,767.142822,1648.628906,1166.625244,765.448486,1685.908569,1154.668335,176.973572,1653.961670,1103.732788,182.969528,1688.658447,1099.883301,172.427017,1008.130798,1153.941406,175.975845,1189.997070,1133.789185,1042.501099,1770.792725,1134.280273,917.416077,600.093323,1150.807251,76.894630,322.227173,1148.510376,79.558769,434.715912,1063.677246,17.781792,457.380219,1152.651489,86.400475,1066.566406,1154.198975,86.933197,1176.355835,1050.509644,36.398983,1727.948120,1152.842773,90.878220,1812.467407,1151.015381,92.666893,1924.121338
36,0,1099.500732,690.015137,930.652100,1103.312134,707.770325,894.918457,1107.023804,743.107117,877.252197,1217.868530,751.962830,1217.462036,1220.359741,767.304199,1648.704590,1166.634399,765.459656,1685.910034,1154.675659,176.979385,1653.952515,1103.763184,183.003922,1688.606934,1099.967407,172.497955,1007.925720,1153.945068,175.950607,1190.015015,1133.886597,1042.949341,1770.963867,1134.328857,917.006165,599.948975,1150.820923,76.921349,322.161224,1148.469727,79.663261,434.732178,1063.604614,17.857950,457.323547,1152.337524,86.450737,1066.349487,1154.201294,86.890160,1176.378052,1050.492188,36.430576,1727.982178,1152.864502,90.887123,1812.502563,1151.192627,92.805725,1924.212524
37,0,1099.457642,690.274292,930.856812,1103.275635,707.781616,894.971313,1107.151611,743.154236,877.242188,1217.838745,751.947571,1217.426880,1220.205444,767.136902,1648.636963,1166.583862,765.444702,1685.921631,1154.669800,176.948898,1653.936890,1103.807007,182.972382,1688.613525,1100.086548,172.517273,1007.938477,1153.900146,175.968109,1189.967407,1133.728638,1042.491699,1770.797485,1134.292114,917.415344,600.079529,1150.758179,76.865692,322.181519,1148.405884,79.607727,434.673187,1063.581787,17.797476,457.350220,1152.543701,86.332420,1066.539307,1154.163574,86.892487,1176.370972,1050.479980,36.426361,1727.959473,1152.850708,90.874756,1812.506714,1151.043457,92.693497,1924.080200
38,0,1099.506714,690.176514,930.862427,1103.284424,707.723450,894.966675,1107.148682,743.109680,877.302551,1217.875000,751.971008,1217.434448,1220.356445,767.283569,1648.708984,1166.597412,765.454102,1685.918579,1154.676758,176.967651,1653.911743,1103.779907,182.963760,1688.626709,1100.026367,172.499969,1007.963867,1153.950928,175.957657,1189.975952,1133.786499,1042.604858,1770.879761,1134.341675,917.044556,599.979553,1150.837036,76.905846,322.142914,1148.436768,79.626671,434.772064,1063.642090,17.842899,457.322632,1152.461548,86.535789,1066.531860,1154.214722,86.881569,1176.318359,1050.486816,36.507359,1727.930908,1152.877319,90.897690,1812.467407,1151.087036,92.723373,1924.199707
39,0,1099.424683,690.255310,930.839233,1103.502075,707.697144,894.859253,1107.170654,743.151733,877.268311,1217.851685,751.969421,1217.460693,1220.171631,767.130493,1648.634521,1166.634766,765.450317,1685.922119,1154.643799,176.936447,1653.937256,1103.832520,182.992645,1688.614136,1100.112549,172.477951,1007.956970,1153.910522,175.959396,1189.980469,1133.813721,1042.935791,1770.972412,1134.292114,917.418518,600.075073,1150.733521,76.938835,322.116302,1148.358154,79.546402,434.762604,1063.630249,17.818054,457.364899,1152.523682,86.358345,1066.535278,1154.133789,86.844948,1176.401367,1050.503784,36.397449,1727.971313,1152.830200,90.882629,1812.517822,1151.170654,92.783195,1924.302124
40,0,1099.489136,690.232849,930.889465,1103.314819,707.733154,894.917358,1107.148804,743.141541,877.286316,1217.872559,751.984680,1217.433716,1220.360229,767.273254,1648.710938,1166.595581,765.485596,1685.915283,1154.664795,176.967636,1653.903809,1103.804077,182.980392,1688.518066,1099.877563,172.407852,1008.078308,1153.957153,175.955582,1189.983887,1133.780273,1042.604370,1770.840332,1134.331299,917.051758,600.011169,1150.894165,76.850639,322.133514,1148.312500,79.535728,434.620361,1063.655884,17.815887,457.279205,1152.514648,86.479301,1066.568481,1154.188354,86.878265,1176.359741,1050.538452,36.452168,1727.931274,1152.845337,90.888405,1812.507690,1151.038452,92.665062,1924.130371
41,0,1099.644531,690.285583,930.601501,1103.348633,707.679810,894.942505,1107.163330,743.079529,877.231323,1217.859131,751.965027,1217.442383,1220.187988,767.128845,1648.609619,1166.650269,765.439148,1685.885742,1154.676270,176.947418,1653.935791,1103.797363,182.958679,1688.653931,1099.880859,172.391968,1008.060547,1153.913574,175.953888,1189.972412,1133.840820,1042.620728,1770.858887,1134.284790,917.383362,600.054810,1150.749023,76.924690,322.183014,1148.420288,79.621101,434.743347,1063.619019,17.844154,457.298737,1152.401733,86.521675,1066.575439,1154.162476,86.863983,1176.340454,1050.493408,36.414516,1727.934814,1152.861816,90.877022,1812.497070,1151.204956,92.779480,1924.236938
42,0,1099.562500,690.127991,930.705994,1103.416748,707.699524,894.896545,1107.169922,743.118408,877.269043,1217.849487,751.964355,1217.460205,1220.193481,767.146301,1648.638184,1166.623291,765.461792,1685.918213,1154.658447,176.946625,1653.956909,1103.781982,183.012589,1688.607300,1099.920776,172.438065,1008.043518,1153.939941,175.973434,1189.992676,1133.831177,1042.674683,1770.872925,1134.289429,917.409485,600.086304,1150.793945,76.947563,322.139069,1148.323853,79.292030,434.450409,1063.640137,17.786341,457.389008,1152.441040,86.508965,1066.608521,1154.180664,86.886749,1176.400513,1050.508179,36.425182,1727.970703,1152.855713,90.903915,1812.518433,1151.078979,92.725594,1924.277100
43,0,1099.729126,690.148865,930.665466,1103.346558,707.681885,894.854004,1107.120483,743.125916,877.239258,1217.845459,751.973206,1217.452026,1220.189331,767.127869,1648.614380,1166.597046,765.438721,1685.902344,1154.666138,176.970215,1653.954346,1103.825439,183.004745,1688.629517,1099.941040,172.449890,1008.060669,1153.916992,175.941544,1190.000854,1133.761597,1042.529907,1770.765625,1134.281860,917.383118,600.060913,1150.767822,76.945236,322.179626,1148.981079,79.150536,435.278198,1063.624634,17.867695,457.329590,1152.506958,86.500542,1066.619385,1154.193604,86.891388,1176.384033,1050.493530,36.431179,1727.971313,1152.842773,90.883995,1812.485840,1151.041504,92.682404,1924.049561
44,0,1099.593140,690.316101,930.871643,1103.376709,707.783325,894.908569,1107.136963,743.134644,877.258606,1218.017456,751.937134,1217.543701,1220.178345,767.163391,1648.635376,1166.587280,765.490967,1685.913696,1154.641724,176.963013,1653.953247,1103.748291,182.948807,1688.684204,1100.061523,172.479492,1007.939575,1153.911865,175.955765,1189.978760,1133.803345,1042.548462,1770.804932,1134.338623,917.039734,599.966248,1150.718994,76.885170,322.188080,1148.394531,79.596863,434.688385,1063.587402,17.818310,457.348297,1152.570801,86.373833,1066.594238,1154.158081,86.893669,1176.363159,1050.502075,36.381447,1727.984741,1152.816650,90.873505,1812.486206,1151.070557,92.715172,1924.189087
45,0,1099.654785,690.042358,930.669128,1103.328125,707.720703,894.891113,1107.134277,743.128052,877.225159,1217.879028,751.934265,1217.382812,1220.190552,767.147888,1648.625854,1166.623779,765.463989,1685.892212,1154.667603,176.963379,1653.938110,1103.805542,182.984665,1688.569336,1099.826050,172.426620,1008.110535,1153.961548,175.951294,1190.000488,1133.857056,1042.918701,1771.050293,1134.319946,917.046814,600.000732,1150.771240,76.896767,322.217285,1148.869751,79.138390,434.991272,1063.625000,17.841599,457.310699,1152.540771,86.492218,1066.659424,1154.169067,86.876434,1176.359253,1050.483276,36.488392,1727.927856,1152.840820,90.877563,1812.452515,1151.114746,92.690292,1924.128662
46,0,1099.720703,690.305847,930.544250,1103.463989,707.750793,894.870667,1107.144653,743.118652,877.275330,1218.019653,751.941528,1217.536865,1220.168213,767.109558,1648.615479,1166.614502,765.466431,1685.924683,1154.678955,176.930267,1653.961182,1103.795044,183.008301,1688.590332,1100.088867,172.509171,1007.991699,1153.935547,175.959961,1189.988770,1133.853760,1042.538940,1770.788818,1134.283569,917.435547,600.068970,1150.752930,76.932816,322.146393,1148.475464,79.552055,434.628632,1063.616821,17.727972,457.399841,1152.444580,86.546707,1066.678711,1154.146606,86.898254,1176.364136,1050.493164,36.403053,1728.008789,1152.818359,90.892708,1812.505493,1151.131958,92.758209,1924.157837
47,0,1099.608154,690.010071,930.664246,1103.236328,707.787415,894.972717,1107.141235,743.125671,877.267700,1217.855713,751.945862,1217.450684,1220.197021,767.124207,1648.628052,1166.587036,765.479492,1685.973633,1154.657715,176.963989,1653.918823,1103.771240,182.962967,1688.592285,1099.735229,172.432007,1008.308411,1153.927246,175.943253,1189.978394,1133.838867,1042.917847,1771.059692,1134.280518,917.412109,600.099121,1150.748657,76.884720,322.108643,1148.169312,79.373726,434.445312,1063.576660,17.788605,457.289398,1152.440430,86.258057,1066.334473,1154.164062,86.871429,1176.360596,1050.515259,36.428844,1727.938843,1152.856323,90.861740,1812.500244,1151.075928,92.722176,1924.310303
48,0,1099.680054,690.261169,930.492859,1103.397583,707.767456,894.844543,1107.129761,743.146240,877.223938,1217.900391,751.975342,1217.444458,1220.363525,767.292542,1648.709473,1166.625854,765.466003,1685.895386,1154.666870,176.954025,1653.922241,1103.848145,183.023636,1688.678223,1100.194580,172.525620,1007.947571,1153.931641,176.000122,1189.970703,1133.821777,1042.469727,1770.765259,1134.287354,917.413574,600.068604,1150.791138,76.950035,322.106628,1149.082886,79.170921,435.274872,1063.634766,17.846306,457.312256,1152.568726,86.364403,1066.501831,1154.190430,86.912361,1176.380127,1050.511353,36.363018,1727.969482,1152.853638,90.909866,1812.503540,1151.139038,92.742668,1924.140991
49,0,1099.538940,690.175964,930.790161,1103.373901,707.716919,894.921814,1107.212280,743.111938,877.243896,1217.880493,751.962463,1217.481812,1220.165771,767.121460,1648.642334,1166.582764,765.454651,1685.972046,1154.643311,176.958344,1653.968018,1103.807983,182.983337,1688.626587,1100.097778,172.530441,1007.953186,1153.914673,175.943359,1190.000854,1133.853638,1042.538818,1770.798096,1134.288208,917.399170,600.085571,1150.697876,76.892067,322.237488,1148.428711,79.611626,434.532806,1063.629150,17.760208,457.327271,1152.480957,86.352509,1066.563477,1154.162231,86.891319,1176.409912,1050.495728,36.423637,1727.980591,1152.841919,90.891190,1812.532104,1151.153076,92.785248,1924.234253
50,0,1099.694214,690.109192,930.626099,1103.421509,707.651489,894.885376,1107.154785,743.104126,877.277100,1217.891968,751.980347,1217.458130,1220.197510,767.145752,1648.648315,1166.568237,765.457458,1685.933594,1154.676025,176.974060,1653.929810,1103.734253,182.968033,1688.607422,1100.204102,172.580276,1007.940063,1153.946289,175.952438,1189.994629,1133.822144,1042.601196,1770.838501,1134.331787,917.023071,599.998169,1150.796875,76.926537,322.136200,1148.337036,79.721931,434.568909,1063.595581,17.771212,457.338593,1152.535034,86.387375,1066.528320,1154.183960,86.903160,1176.369629,1050.488281,36.426525,1727.948486,1152.849243,90.875961,1812.513794,1151.106689,92.778671,1924.356323
51,0,1099.732422,690.039185,930.619507,1103.405884,707.645325,894.939331,1107.200317,743.086182,877.333435,1217.874268,751.971985,1217.479614,1220.174561,767.118713,1648.630249,1166.666748,765.426331,1685.955078,1154.671997,176.955551,1653.971313,1103.803589,182.992004,1688.622559,1099.932495,172.449295,1008.044739,1153.900024,175.974655,1189.983521,1133.696167,1042.412354,1770.716797,1134.298950,917.407532,600.063354,1150.732544,76.843300,322.260925,1148.827637,79.083725,435.061737,1063.584595,17.748985,457.373138,1152.560425,86.361610,1066.518066,1154.157593,86.916237,1176.378906,1050.500122,36.405025,1727.989136,1152.834595,90.870819,1812.521118,1151.053589,92.736763,1924.228149
52,0,1099.493896,690.229919,930.782166,1103.464844,707.730042,894.889282,1107.130981,743.091248,877.313660,1217.880981,751.987122,1217.481445,1220.176758,767.161865,1648.657104,1166.603149,765.479309,1685.904419,1154.660278,176.986008,1653.962280,1103.832764,182.981613,1688.651855,1099.889038,172.445847,1008.080627,1153.942749,175.981705,1190.018066,1133.822998,1042.530884,1770.812866,1134.278198,917.421692,600.102295,1150.728882,76.915062,322.251495,1148.481567,79.616615,434.694977,1063.652710,17.776005,457.366943,1152.575195,86.320587,1066.511353,1154.177368,86.881676,1176.395264,1050.464111,36.376778,1728.034424,1152.829346,90.884232,1812.487915,1151.038208,92.705299,1924.242188
53,0,1099.427124,690.228821,930.815308,1103.292969,707.797363,894.922424,1107.171143,743.148376,877.295105,1217.898804,751.960754,1217.464722,1220.188232,767.125732,1648.646973,1166.476074,765.494507,1685.946167,1154.684204,176.953064,1653.977295,1103.811890,182.989304,1688.615723,1099.656372,172.402130,1008.322571,1153.951172,175.970276,1190.019897,1133.806519,1042.543579,1770.775024,1134.320435,917.047424,599.987427,1150.857666,76.836250,322.262909,1148.606567,79.541412,434.818512,1063.652466,17.833357,457.357513,1152.520874,86.410606,1066.547241,1154.172974,86.909088,1176.406006,1050.519653,36.448463,1727.980347,1152.849854,90.889511,1812.509399,1151.140381,92.775101,1924.251709
54,0,1099.630981,690.106567,930.712708,1103.446899,707.721924,894.916748,1107.127075,743.157776,877.314453,1217.858276,751.948547,1217.446899,1220.175903,767.112915,1648.640015,1166.557983,765.464417,1685.931763,1154.662964,176.947510,1653.951904,1103.848999,182.985275,1688.670898,1099.961914,172.422226,1008.044128,1153.916748,175.942535,1189.986206,1133.824585,1042.487915,1770.759888,1134.297607,917.427002,600.095886,1150.748535,76.900009,322.177338,1148.355957,79.583237,434.557892,1063.644043,17.729824,457.387451,1152.556396,86.370193,1066.573975,1154.161987,86.886993,1176.371826,1050.503052,36.368259,1727.983032,1152.831543,90.865799,1812.518188,1151.062622,92.707275,1924.200439
55,0,1099.659302,690.073120,930.726624,1103.323730,707.789001,894.866272,1107.118408,743.144470,877.246887,1217.850464,751.963379,1217.430176,1220.142456,767.112915,1648.607910,1166.623169,765.459839,1685.895264,1154.653076,176.965134,1653.915527,1103.792847,182.988037,1688.608276,1100.100952,172.537659,1007.979126,1153.924438,175.947006,1189.974121,1133.783325,1042.573486,1770.842773,1134.329224,917.037292,600.004822,1150.795532,76.863937,322.136261,1148.368896,79.528084,434.642151,1063.646362,17.808214,457.298706,1152.469116,86.454918,1066.589355,1154.152954,86.863640,1176.366699,1050.487793,36.430428,1727.898804,1152.851196,90.889511,1812.486816,1150.997314,92.714806,1924.293457
56,0,1099.597168,690.322021,930.679443,1103.341064,707.786133,894.982300,1107.164185,743.100647,877.274780,1217.990112,751.899353,1217.524536,1220.167847,767.135559,1648.619263,1166.654785,765.448914,1685.911499,1154.627319,176.935883,1653.943481,1103.718262,182.972488,1688.644897,1099.915649,172.416534,1008.099548,1153.931763,175.958420,1189.992188,1133.865112,1042.395996,1770.721680,1134.281860,917.436768,600.090576,1150.724487,76.869759,322.200378,1148.716919,79.199371,435.037933,1063.557251,17.755753,457.345276,1152.526611,86.397125,1066.612427,1154.171265,86.864792,1176.349731,1050.427734,36.421574,1727.977417,1152.844482,90.895790,1812.517944,1151.131836,92.725769,1924.137695
57,0,1099.580200,690.095032,930.698608,1103.210083,707.777527,894.955933,1107.084961,743.141174,877.305115,1217.886963,751.948303,1217.435547,1220.159424,767.130005,1648.620972,1166.520386,765.480103,1685.895264,1154.652466,176.972366,1653.944580,1103.840698,182.974167,1688.616211,1100.195679,172.528641,1007.912659,1153.935913,175.952942,1190.009033,1133.813232,1042.954224,1770.993530,1134.322998,917.064026,600.013733,1150.769775,76.857346,322.191895,1148.379028,79.607529,434.555542,1063.605713,17.838383,457.318787,1152.451904,86.363670,1066.486084,1154.175415,86.862679,1176.372925,1050.448608,36.466053,1727.920044,1152.834595,90.880707,1812.501831,1150.966553,92.668991,1924.264893
58,0,1099.503174,690.226868,930.863403,1103.379761,707.707336,894.939575,1107.181152,743.062256,877.260193,1217.889648,751.971619,1217.454712,1220.193481,767.111633,1648.628174,1166.561279,765.453430,1685.926392,1154.675903,176.970734,1653.946411,1103.698730,182.941238,1688.575684,1100.011475,172.448044,1007.956848,1153.939941,175.960449,1189.990112,1133.866333,1042.843262,1770.991943,1134.291870,917.393066,600.076843,1150.718506,76.928177,322.175385,1148.540039,79.589783,434.721954,1063.587769,17.760246,457.368286,1152.457275,86.224731,1066.345581,1154.188721,86.877243,1176.411621,1050.513062,36.404545,1727.991211,1152.821289,90.878273,1812.483765,1151.184937,92.776413,1924.177002
59,0,1099.417725,690.297302,930.934998,1103.315674,707.690063,894.966309,1107.206299,743.117737,877.295593,1217.887939,751.953003,1217.490845,1220.183716,767.121338,1648.657227,1166.532227,765.476929,1685.905884,1154.675049,176.964874,1653.966553,1103.780273,182.964417,1688.631104,1100.065918,172.501144,1007.976990,1153.933350,175.955139,1190.025269,1133.842529,1042.562622,1770.873779,1134.289673,917.441406,600.123047,1150.766113,76.929245,322.198181,1148.343628,79.540802,434.742310,1063.627319,17.800814,457.359100,1152.333496,86.444725,1066.379639,1154.194214,86.869965,1176.401855,1050.495117,36.393059,1728.014648,1152.824951,90.862999,1812.492920,1151.109253,92.764748,1924.197632
60,0,1099.826782,690.122620,930.363831,1103.176025,707.782715,894.988464,1107.163208,743.120483,877.264526,1217.910400,751.979797,1217.509399,1220.176392,767.121826,1648.629761,1166.558594,765.463379,1685.915039,1154.675415,176.952362,1653.976440,1103.740601,182.932083,1688.644409,1100.132324,172.536835,1007.921204,1153.922974,175.981583,1190.013428,1133.889771,1042.710815,1770.856934,1134.306396,917.033875,599.992249,1150.791016,76.901283,322.242554,1148.946289,79.144363,435.181549,1063.614746,17.802870,457.353851,1152.525635,86.417191,1066.569580,1154.207642,86.922562,1176.402710,1050.441650,36.447426,1727.984497,1152.869141,90.892517,1812.530029,1151.043579,92.718109,1924.253296
61,0,1099.698730,690.045837,930.668152,1103.351196,707.711243,894.960815,1107.158813,743.140076,877.318054,1217.862549,751.962036,1217.478027,1220.345093,767.295166,1648.725220,1166.543701,765.459167,1685.991333,1154.667114,176.941116,1653.968750,1103.779053,182.950653,1688.681519,1099.973389,172.419922,1008.084290,1153.930786,175.942749,1190.024170,1133.724731,1042.529297,1770.870972,1134.295288,917.422485,600.081299,1150.728027,76.958084,322.154053,1148.526489,79.645096,434.916016,1063.612305,17.766918,457.352875,1152.491089,86.385445,1066.530273,1154.172607,86.897568,1176.386841,1050.436401,36.406879,1727.999390,1152.827148,90.877434,1812.548340,1151.111694,92.750275,1924.251709
62,0,1099.684448,690.275574,930.469116,1103.278809,707.744324,894.934021,1107.156372,743.132507,877.337036,1217.909424,751.992920,1217.505127,1220.349609,767.277527,1648.720703,1166.645264,765.458374,1685.931885,1154.659058,176.976196,1653.955200,1103.840698,182.974884,1688.645630,1100.125244,172.551086,1007.954468,1153.914429,175.970932,1190.006958,1133.787598,1042.687744,1770.911377,1134.318970,917.057007,600.019714,1150.854858,76.889336,322.187683,1148.532593,79.549316,434.937164,1063.618164,17.824467,457.374664,1152.568359,86.355019,1066.548340,1154.183472,86.925797,1176.361084,1050.496216,36.413280,1727.980957,1152.848389,90.878952,1812.543945,1151.060669,92.774780,1924.347290
63,0,1099.623779,690.271118,930.616516,1103.399292,707.671570,894.940369,1107.133667,743.107300,877.279358,1217.875122,751.941284,1217.449585,1220.179199,767.120911,1648.640991,1166.561646,765.453613,1685.972046,1154.658325,176.965195,1653.963867,1103.825439,182.986481,1688.590820,1100.028076,172.477234,1007.935547,1153.926270,175.966080,1189.995117,1133.766235,1042.874878,1770.979004,1134.295654,917.416382,600.081665,1150.715820,76.891388,322.207001,1148.468750,79.621033,434.835663,1063.582764,17.800283,457.400543,1152.503906,86.372414,1066.567749,1154.149902,86.856956,1176.406006,1050.475220,36.419952,1727.983643,1152.835327,90.897583,1812.523682,1151.162476,92.752235,1924.028320
64,0,1099.567383,690.472168,930.609863,1103.324219,707.740112,894.949341,1107.104736,743.110596,877.252441,1217.873535,751.925720,1217.458130,1220.187378,767.131409,1648.648804,1166.626953,765.460327,1685.903687,1154.650879,176.947189,1653.956543,1103.732422,182.979889,1688.619263,1099.921265,172.461105,1008.075378,1153.912842,175.946793,1190.005615,1133.902466,1042.956055,1771.051880,1134.277588,917.435730,600.126465,1150.722046,76.974815,322.096832,1148.813110,79.159233,435.025269,1063.636841,17.780891,457.320862,1152.570068,86.362083,1066.519287,1154.160156,86.886696,1176.385376,1050.478638,36.381451,1727.976074,1152.833496,90.881668,1812.499756,1150.919312,92.648277,1924.214233
65,0,1099.451050,690.396606,930.617188,1103.424072,707.663940,894.870178,1107.108154,743.107849,877.274109,1217.866577,751.966980,1217.457031,1220.175171,767.142456,1648.645020,1166.619019,765.443359,1685.868164,1154.664307,176.956940,1653.953857,1103.724243,182.935837,1688.580811,1099.882935,172.407059,1008.080933,1153.953491,175.946869,1190.022583,1133.810791,1042.881958,1770.998657,1134.326904,917.030823,599.994446,1150.750366,76.918640,322.207977,1148.882324,79.194939,435.241516,1063.604004,17.782784,457.363495,1152.589111,86.339539,1066.555786,1154.189697,86.874344,1176.360229,1050.481445,36.424458,1727.937500,1152.835327,90.872345,1812.486084,1150.980591,92.675369,1924.119629
66,0,1099.805786,690.057068,930.700012,1103.396973,707.737793,894.957336,1107.211548,743.101990,877.305359,1217.852905,751.950500,1217.457886,1220.167480,767.132935,1648.648315,1166.622314,765.457947,1685.917480,1154.665894,176.949707,1653.966431,1103.557251,182.972900,1688.533203,1099.874634,172.444626,1008.089294,1153.909668,175.954712,1189.996460,1133.794922,1042.495117,1770.787476,1134.285278,917.438782,600.112000,1150.376587,77.229103,321.732819,1148.783936,79.233910,435.270325,1063.620483,17.740356,457.383301,1152.314209,86.415543,1066.385132,1154.168091,86.915421,1176.360840,1050.495972,36.403164,1727.985107,1152.815063,90.865547,1812.489258,1151.023560,92.683929,1924.176392
67,0,1099.685547,690.180847,930.736328,1103.254761,707.736450,894.929138,1107.167114,743.140015,877.294861,1217.871948,751.942932,1217.417358,1220.362793,767.274841,1648.749634,1166.569946,765.476746,1685.920044,1154.671265,176.958374,1653.958618,1103.741211,183.008850,1688.593994,1099.969360,172.464157,1008.037354,1153.972046,175.956955,1190.017700,1133.869751,1042.931519,1771.013550,1134.322754,917.038025,600.025818,1150.799561,76.894821,322.239532,1148.582886,79.656616,434.931244,1063.649414,17.766293,457.305664,1152.453613,86.316978,1066.326416,1154.200195,86.894035,1176.396240,1050.470459,36.497257,1727.951050,1152.840576,90.856201,1812.506592,1150.932495,92.701866,1924.255493
68,0,1099.574341,690.170776,931.012878,1103.380981,707.739624,894.992981,1107.160156,743.115906,877.246033,1217.818237,751.936462,1217.394165,1220.161743,767.121338,1648.609131,1166.652466,765.451660,1685.954468,1154.643555,176.946854,1653.928223,1103.716187,183.007874,1688.584839,1099.927124,172.428452,1008.080017,1153.914185,175.938568,1189.959717,1133.898560,1042.953613,1771.036743,1134.288330,917.422302,600.068726,1150.724487,76.860413,322.135284,1148.384888,79.440063,434.664642,1063.580200,17.773125,457.301025,1152.520508,86.378113,1066.512573,1154.172974,86.846359,1176.373779,1050.460815,36.391338,1727.953003,1152.816162,90.854568,1812.504639,1151.114868,92.784088,1924.292358
