Trajectories
100
,,WB Sys Redo:WB_Door1,,,WB Sys Redo:WB_Door2,,,WB Sys Redo:WB_Door3,,,WB Sys Redo:WB_Door4,,,WB Sys Redo:WB_Door5,,,WB Sys Redo:WB_Door6,,,WB Sys Redo:WB_Door7,,,WB Sys Redo:WB_Door8,,,WB Sys Redo:WB_Door9,,,WB Sys Redo:WB_Door10,,,WB Sys Redo:WB_Frame1,,,WB Sys Redo:WB_Frame2,,,WB Sys Redo:WB_Frame3,,,WB Sys Redo:WB_Frame4,,,WB Sys Redo:WB_Frame5,,,WB Sys Redo:WB_Frame6,,,WB Sys Redo:WB_Frame7,,,WB Sys Redo:WB_Frame8,,,WB Sys Redo:WB_Frame9,,,WB Sys Redo:WB_Frame10,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
5613,0,,,,,,,,,,1788.130005,263.982941,1223.190918,1799.018799,267.246246,1654.085815,1777.263672,315.606140,1692.648926,1229.105469,98.690910,1654.259155,1215.307861,147.900604,1690.119507,1209.552612,150.153809,1008.682495,1231.729980,101.913857,1190.841675,1113.800293,1016.826416,1773.517822,1129.328979,908.889832,602.708618,1149.580078,71.350616,322.301697,1147.610718,72.379829,435.170929,1062.604858,10.126725,456.143677,1149.852417,69.714783,1066.352051,1151.369019,69.206070,1176.329224,1047.369263,10.802819,1727.128052,1148.830200,72.763222,1808.008667,1148.413696,65.845032,1923.272217
5614,0,,,,,,,,,,1788.062012,264.246887,1223.255127,1798.921387,267.553802,1654.109863,1777.109375,315.888489,1692.646362,1229.078613,98.734314,1654.279297,1215.233276,147.947662,1690.107910,1209.526367,150.188736,1008.692505,1231.692871,101.910591,1190.857666,1113.803345,1016.689880,1773.485229,1129.339111,908.890991,602.741211,1149.534912,71.334564,322.254272,1147.549683,72.380844,435.249847,1062.640137,10.155635,456.180328,1149.587646,69.880974,1066.293091,1151.340820,69.177292,1176.346436,1047.382324,10.845662,1727.132080,1148.804932,72.775513,1808.006104,1148.055298,66.158051,1923.337891
5615,0,,,,,,,,,,1787.986938,264.548279,1223.307129,1798.817383,267.878448,1654.166260,1776.987061,316.236023,1692.671021,1229.099487,98.691017,1654.314209,1215.192139,148.006454,1690.182007,1209.517822,150.157272,1008.726624,1231.706787,101.984924,1190.931152,1113.820190,1016.646606,1773.491821,1129.328003,908.899536,602.742859,1149.562378,71.398422,322.389008,1147.904053,72.297615,435.451385,1062.579102,10.057014,456.222656,1149.599731,69.868866,1066.340942,1151.376099,69.198753,1176.393555,1047.352783,10.827227,1727.197144,1148.807129,72.773178,1808.039429,1148.390503,65.874237,1923.369751
5616,0,,,,,,,,,,1787.836792,264.923035,1223.292603,1798.668701,268.251923,1654.196045,1776.812988,316.705231,1692.661499,1229.098877,98.710915,1654.337402,1214.824463,148.195786,1690.344971,1209.424316,150.137405,1008.724243,1231.683838,102.033363,1190.905151,1113.823486,1016.742493,1773.515991,1129.325073,908.875183,602.739807,1149.553345,71.305428,322.305328,1147.740112,72.325256,435.325165,1062.598877,10.105317,456.273193,1149.796753,69.785385,1066.622559,1151.328125,69.191788,1176.393677,1047.357788,10.751748,1727.183472,1148.789062,72.741577,1808.010376,1147.961304,66.253220,1923.402344
5617,0,,,,,,,,,,1787.699951,265.324219,1223.340454,1798.529419,268.632416,1654.179565,1776.627808,317.144104,1692.661377,1229.056396,98.757896,1654.365234,1214.881104,148.244980,1690.448730,1209.449585,150.218445,1008.683228,1231.697876,102.064339,1190.938599,1113.694702,1016.317993,1773.324341,1129.335571,908.880859,602.748840,1149.569580,71.282463,322.339661,1147.381226,72.239059,434.678436,1062.622681,10.121275,456.224701,1149.883301,69.728561,1066.660400,1151.316162,69.182556,1176.389526,1047.388062,10.765396,1727.157349,1148.754761,72.720291,1808.016479,1147.921509,66.207939,1923.398560
5618,0,,,,,,,,,,1787.590454,265.738953,1223.361694,1798.416992,268.976196,1654.183960,1776.519287,317.576385,1692.668213,1229.023071,98.772552,1654.364380,1214.607910,148.426300,1690.264404,1209.344971,150.267807,1008.679260,1231.644897,102.109329,1190.947266,1113.814941,1016.757874,1773.542114,1129.351074,908.882996,602.729614,1149.548462,71.308800,322.318787,1147.740601,72.255920,435.186676,1062.596313,10.168287,456.260101,1149.575195,69.852470,1066.334351,1151.308960,69.158813,1176.401855,1047.349365,10.741838,1727.171021,1148.720459,72.745934,1808.026001,1147.935669,66.215698,1923.410156
5619,0,,,,,,,,,,1787.492554,266.132507,1223.380981,1798.198486,269.429932,1654.184814,1776.324829,317.784271,1692.693970,1229.003784,98.825027,1654.352539,1214.640991,148.497360,1690.055664,1209.285889,150.311111,1008.697876,1231.632080,102.160805,1190.942871,1113.787720,1015.951965,1773.180664,1129.313599,908.893799,602.724121,1149.525269,71.304733,322.288452,1147.631470,72.242538,435.142181,1062.621826,10.047883,456.224426,1149.765869,69.745026,1066.522461,1151.403687,69.104362,1176.472168,1047.334473,10.778619,1727.166626,1148.698120,72.738525,1808.004517,1147.951782,66.198189,1923.368896
5620,0,,,,,,,,,,1787.327881,266.586609,1223.353760,1797.998291,269.897461,1654.172363,1776.165161,318.238770,1692.644775,1228.978394,98.883095,1654.318604,1214.664917,148.490753,1690.316040,1209.261841,150.387222,1008.723267,1231.611938,102.219879,1190.928589,1113.814087,1016.512146,1773.396240,1129.325439,908.872925,602.721130,1149.597534,71.327980,322.275848,1147.626221,72.324120,435.119293,1062.598511,10.091247,456.194244,1149.814209,69.777603,1066.549194,1151.314087,69.152344,1176.351929,1047.350220,10.771523,1727.153320,1148.705933,72.753746,1808.016113,1147.895874,66.228874,1923.345337
5621,0,,,,,,,,,,1787.149536,267.075439,1223.344360,1797.833862,270.385162,1654.146851,1775.970337,318.707397,1692.649536,1228.950684,98.931717,1654.302002,1214.735229,148.639297,1690.164551,1209.278442,150.428741,1008.694275,1231.584106,102.231079,1190.913452,1113.789673,1016.852844,1773.470947,1129.335938,908.879700,602.737183,1149.525757,71.334045,322.274689,1147.626831,72.298592,435.088837,1062.587524,10.129704,456.165192,1149.766113,69.788429,1066.519409,1151.297485,69.190910,1176.356079,1047.365479,10.793136,1727.135498,1148.683350,72.738754,1808.020752,1147.923340,66.254562,1923.300049
5622,0,,,,,,,,,,1787.005981,267.585968,1223.326904,1797.687866,270.866119,1654.123535,1775.833130,319.253845,1692.641846,1228.952271,99.012512,1654.298706,1214.608032,148.789642,1690.142456,1209.185669,150.448837,1008.712524,1231.532593,102.336746,1190.904419,1113.814575,1016.164185,1773.257568,1129.323364,908.880005,602.731689,1149.596802,71.339462,322.292908,1147.777344,72.289986,435.230896,1062.622192,10.162594,456.178925,1149.692871,69.865829,1066.364380,1151.328979,69.208244,1176.348999,1047.353882,10.816692,1727.156372,1148.675293,72.743172,1808.023193,1147.904663,66.278023,1923.305420
5623,0,,,,,,,,,,1786.879150,268.023468,1223.325439,1797.598755,271.356476,1654.205811,1775.642456,319.892151,1692.701660,1228.913330,99.048759,1654.310913,1214.533081,148.648224,1690.383423,1209.170410,150.483994,1008.641235,1231.510132,102.401207,1190.873657,1113.796265,1016.679749,1773.424316,1129.346069,908.907349,602.746338,1149.535400,71.358047,322.310516,1147.722168,72.259300,435.222107,1062.637939,10.124180,456.213531,1149.629150,69.881195,1066.334229,1151.317383,69.205360,1176.379517,1047.374023,10.735806,1727.174561,1148.729614,72.739838,1808.004761,1147.920166,66.274055,1923.339233
5624,0,,,,,,,,,,1786.746704,268.511902,1223.302246,1797.425293,271.892334,1654.109131,1775.491577,320.308380,1692.703735,1228.938721,99.105240,1654.263916,1214.479858,148.821503,1690.345703,1209.084839,150.530273,1008.703247,1231.483398,102.453972,1190.897339,1113.785767,1016.808289,1773.478882,1129.352783,908.877197,602.740845,1149.568481,71.331619,322.256561,1147.739990,72.230705,435.215607,1062.629395,10.191448,456.173340,1149.674683,69.844193,1066.355225,1151.346313,69.176514,1176.351562,1047.382812,10.757371,1727.137817,1148.710327,72.772186,1808.008911,1147.959961,66.253914,1923.289673
5625,0,,,,,,,,,,1786.563843,269.125702,1223.380859,1797.315552,272.401398,1654.157104,1775.243774,320.764771,1692.667969,1228.945435,99.170113,1654.344238,1214.463135,149.069458,1690.359619,1209.105469,150.600494,1008.672974,1231.513550,102.529091,1190.951416,1113.805054,1016.480896,1773.350708,1129.341309,908.884277,602.728455,1149.613892,71.306847,322.374878,1147.800415,72.274811,435.289490,1062.629639,10.096367,456.297913,1149.759155,69.766388,1066.417969,1151.340332,69.222145,1176.387573,1047.396851,10.782933,1727.210938,1148.694946,72.774963,1808.021484,1147.990479,66.272339,1923.429810
5626,0,,,,,,,,,,1786.379272,269.738678,1223.355835,1797.175537,272.914307,1654.167358,1775.028931,321.413025,1692.682007,1228.922119,99.258751,1654.357056,1214.331299,149.107803,1690.330811,1209.008179,150.639282,1008.638123,1231.461304,102.597084,1190.971802,1113.782227,1016.833923,1773.469360,1129.340576,908.880310,602.738708,1149.623535,71.335190,322.372070,1147.891113,72.291115,435.358002,1062.628296,10.146865,456.236450,1149.750977,69.776131,1066.411987,1151.360107,69.221367,1176.403564,1047.431152,10.797550,1727.206665,1148.712524,72.802872,1808.041992,1148.032959,66.269173,1923.384644
5627,0,,,,,,,,,,1786.238525,270.320526,1223.363892,1797.006836,273.537384,1654.151855,1774.839722,321.995758,1692.688110,1228.881592,99.330101,1654.337036,1214.089600,149.246979,1690.044434,1209.016357,150.716553,1008.699036,1231.475220,102.658386,1191.017578,1113.860840,1016.323181,1773.296509,1129.330688,908.874023,602.723694,1149.622437,71.273193,322.333679,1147.951416,72.178604,435.363586,1062.660522,10.114532,456.234802,1149.653931,69.871071,1066.314087,1151.346313,69.209335,1176.348877,1047.397827,10.726868,1727.163818,1148.694336,72.767731,1807.982178,1147.982422,66.243050,1923.389160
5628,0,,,,,,,,,,1785.999878,270.962738,1223.354858,1796.719604,274.258087,1654.152100,1774.625366,322.651886,1692.727539,1228.892944,99.388321,1654.344971,1214.106079,149.186554,1690.340454,1208.848999,150.766815,1008.787292,1231.429321,102.735481,1191.000122,1113.748047,1016.803955,1773.491821,1129.317749,908.890747,602.737061,1149.612061,71.290070,322.327301,1147.654419,72.291794,435.163971,1062.604248,10.158546,456.214325,1149.827148,69.819672,1066.612671,1151.333984,69.172791,1176.360596,1047.422607,10.798837,1727.178467,1148.624268,72.811844,1808.014404,1147.956787,66.278076,1923.453491
5629,0,,,,,,,,,,1785.814087,271.590424,1223.384766,1796.478394,274.933411,1654.164307,1774.333496,323.277710,1692.734985,1228.873047,99.466446,1654.374023,1214.005005,149.388931,1690.293579,1208.803589,150.825150,1008.770447,1231.425415,102.835709,1191.031616,1113.771851,1016.633362,1773.433594,1129.338013,908.886780,602.739441,1149.616455,71.356209,322.335938,1147.723267,72.336258,435.218170,1062.616089,10.086850,456.267395,1149.908813,69.780670,1066.661865,1151.352051,69.213135,1176.372925,1048.003662,11.353662,1727.134399,1148.599121,72.818665,1808.011230,1147.927490,66.283867,1923.472168
5630,0,,,,,,,,,,1785.615723,272.219910,1223.346313,1796.333008,275.582977,1654.152344,1774.041870,323.986237,1692.721680,1228.823120,99.548103,1654.313599,1213.662842,149.452087,1690.257935,1208.787598,150.893219,1008.763550,1231.329468,102.890709,1190.937012,1113.801025,1016.435242,1773.346558,1129.327637,908.907410,602.740295,1149.536987,71.380699,322.264893,1147.767334,72.281120,435.315033,1062.643188,10.140014,456.220367,1149.774536,69.769653,1066.407104,1151.342529,69.208885,1176.363892,1047.536621,10.914582,1727.155518,1148.610229,72.805069,1808.018311,1147.908691,66.302635,1923.467407
5631,0,,,,,,,,,,1785.347046,272.988190,1223.331787,1796.083496,276.260803,1654.112427,1773.714600,324.713165,1692.738892,1228.772583,99.654579,1654.292969,1213.741333,149.503357,1690.386719,1208.601318,151.012634,1008.749939,1231.277100,103.005638,1190.922974,1113.772827,1016.502869,1773.359619,1129.330322,908.897522,602.738770,1149.558960,71.363197,322.284210,1147.790283,72.284286,435.088593,1062.621948,10.138659,456.172119,1149.736816,69.818550,1066.368286,1151.341187,69.182724,1176.322876,1047.524048,10.942296,1727.145020,1148.561401,72.807800,1807.975952,1148.380981,65.874557,1923.257935
5632,0,,,,,,,,,,1785.026978,273.699463,1223.361206,1795.902344,277.000549,1654.178833,1773.419800,325.371063,1692.748413,1228.703247,99.738640,1654.297852,1213.545410,149.704742,1690.268799,1208.560791,151.080490,1008.695740,1231.236450,103.144432,1190.935059,1113.820312,1016.752625,1773.448730,1129.327271,908.882812,602.728455,1149.555542,71.394562,322.308929,1147.735229,72.365616,435.255920,1062.615601,10.118834,456.242798,1149.625122,69.857681,1066.347046,1151.442871,69.134880,1176.468384,1047.479004,10.904068,1727.125488,1148.540161,72.808144,1808.036743,1148.414551,65.833626,1923.350464
5633,0,,,,,,,,,,1784.776489,274.461517,1223.362183,1795.553101,277.872131,1654.163696,1773.090088,326.066925,1692.779663,1228.654053,99.845695,1654.293335,1213.922974,149.073639,1690.185791,1208.415894,151.142548,1008.808594,1231.153442,103.268402,1190.931274,1113.803223,1016.845825,1773.471191,1129.325439,908.898438,602.737061,1149.554810,71.371239,322.306061,1147.661255,72.321739,435.212738,1062.583374,10.187033,456.174408,1149.774170,69.784515,1066.393677,1151.298950,69.223763,1176.352173,1047.496338,10.895214,1727.175415,1148.453369,72.799492,1807.967896,1147.909180,66.217636,1923.331543
5634,0,,,,,,,,,,1784.515015,275.203949,1223.360962,1795.321899,278.709137,1654.217407,1772.778320,326.846741,1692.787109,1228.615112,99.930000,1654.276855,1213.842407,149.162247,1690.173584,1208.468994,151.185501,1008.757141,1231.160034,103.386101,1190.904175,1113.816162,1016.583069,1773.448242,1129.333252,908.885986,602.718140,1149.553345,71.364769,322.259857,1147.583496,72.335640,435.216278,1062.613770,10.145297,456.208069,1149.626221,69.881096,1066.323364,1151.323975,69.187309,1176.368530,1047.474243,10.898447,1727.165527,1148.426514,72.775620,1807.966064,1148.258911,65.884033,1923.231812
5635,0,,,,,,,,,,1784.297119,275.918335,1223.401733,1795.130127,279.403961,1654.190796,1772.450317,327.649200,1692.798584,1228.569702,100.062653,1654.312134,1213.112305,149.480576,1690.017212,1208.248047,151.347839,1008.697754,1231.071167,103.484131,1190.913452,1113.801025,1016.770508,1773.463135,1129.330322,908.902466,602.758484,1149.483032,71.537224,322.311218,1147.646484,72.378952,435.211334,1062.595703,10.128478,456.184937,1149.592163,69.893440,1066.327026,1151.360596,69.194717,1176.370605,1047.466675,10.874286,1727.138062,1148.337036,72.813362,1807.980713,1147.939941,66.235992,1923.309692
5636,0,,,,,,,,,,1784.043335,276.728790,1223.410400,1794.866943,280.120850,1654.258789,1772.172119,328.340179,1692.834106,1228.509766,100.171028,1654.322266,1213.327881,148.956360,1689.898926,1208.172119,151.391754,1008.680603,1231.049194,103.645538,1190.973755,1113.788086,1016.628357,1773.444824,1129.342529,908.869934,602.728516,1149.630493,71.338562,322.368713,1147.944946,72.342590,435.404266,1062.609253,10.130897,456.231415,1149.592041,69.894783,1066.326050,1151.365967,69.199562,1176.380859,1047.431396,10.879641,1727.166748,1148.365723,72.788353,1807.978027,1147.879150,66.264061,1923.321411
5637,0,,,,,,,,,,1783.739014,277.490295,1223.413818,1794.583252,280.962860,1654.241455,1771.857666,328.994019,1692.823486,1228.487671,100.264755,1654.295654,1213.546265,149.302750,1690.200562,1208.163818,151.517090,1008.506531,1230.987793,103.679604,1190.923584,1113.839111,1016.703369,1773.430542,1129.348267,908.902588,602.737793,1149.564087,71.362007,322.280792,1147.787598,72.317963,435.349518,1062.614136,10.185291,456.196747,1149.567383,69.919197,1066.305176,1151.343506,69.231895,1176.376221,1047.416748,10.857067,1727.144409,1148.341309,72.796379,1807.928467,1147.952759,66.265755,1923.334106
5638,0,,,,,,,,,,1783.562988,278.308380,1223.449097,1794.249878,281.816010,1654.338013,1771.500854,329.890442,1692.799805,1228.479980,100.377213,1654.362061,1213.482422,149.334946,1690.130737,1208.126465,151.602173,1008.530151,1230.984009,103.837143,1190.943115,1113.765381,1016.442322,1773.343872,1129.339600,908.900879,602.748352,1149.599731,71.386711,322.308044,1147.562744,72.323067,435.176788,1062.604248,10.188674,456.182709,1149.886719,69.714684,1066.637695,1151.342285,69.172348,1176.361450,1047.435181,10.857637,1727.170288,1148.372314,72.790886,1807.965698,1147.980225,66.251457,1923.382202
5639,0,,,,,,,,,,1783.346436,279.053070,1223.435791,1794.096313,282.540283,1654.328857,1771.236572,330.647186,1692.805542,1228.434448,100.456367,1654.340088,1213.119141,149.785721,1690.257812,1207.952637,151.693283,1008.540283,1230.962158,103.908852,1190.958252,1113.881470,1016.631470,1773.429688,1129.331299,908.913635,602.728516,1149.622803,71.316635,322.338440,1147.903442,72.272995,435.394501,1062.608154,10.180607,456.240540,1149.716675,69.939911,1066.629150,1151.302124,69.256538,1176.338013,1047.431641,10.862797,1727.174927,1148.229980,72.804893,1807.951660,1147.927368,66.211517,1923.389893
5640,0,,,,,,,,,,1783.122681,279.756714,1223.448364,1793.980469,283.221802,1654.427368,1770.985352,331.305084,1692.825562,1228.403931,100.542542,1654.349976,1212.791382,149.596710,1689.957642,1207.908936,151.796265,1008.536560,1230.904785,104.002708,1190.951416,1113.743286,1016.741760,1773.430542,1129.333252,908.903015,602.735657,1149.594360,71.389496,322.337860,1147.803955,72.379089,435.314911,1062.583130,10.134207,456.203583,1149.829712,69.830063,1066.643066,1151.331299,69.242294,1176.365967,1047.420776,10.814758,1727.208008,1148.325195,72.860870,1807.980103,1147.888550,66.326233,1923.362793
5641,0,,,,,,,,,,1782.875366,280.470581,1223.386963,1793.638184,283.980682,1654.302490,1770.669922,331.948700,1692.788696,1228.357910,100.633888,1654.286865,1213.005127,149.893707,1690.267578,1207.831055,151.835220,1008.561279,1230.849731,104.104790,1190.913574,1113.785522,1016.812317,1773.497192,1129.336914,908.883911,602.738770,1149.587769,71.343597,322.305939,1147.783081,72.231445,435.338898,1062.599976,10.144862,456.189026,1149.846924,69.841293,1066.573242,1151.365356,69.206024,1176.386963,1047.419922,10.832625,1727.157471,1148.279175,72.819542,1807.906128,1147.934448,66.275017,1923.293945
5642,0,,,,,,,,,,1782.616821,281.246399,1223.384521,1793.368042,284.690063,1654.301392,1770.375122,332.799957,1692.798828,1228.365356,100.740501,1654.322632,1212.510498,149.665329,1690.116943,1207.684814,151.903702,1008.556824,1230.853882,104.184120,1190.935913,1113.883301,1016.628845,1773.475220,1129.336060,908.900330,602.733582,1149.578857,71.373383,322.335388,1147.833130,72.345901,435.330414,1062.604980,10.131116,456.255402,1149.797729,69.875778,1066.541870,1151.362549,69.262642,1176.368530,1047.442505,10.802544,1727.210938,1148.346558,72.843712,1807.976074,1147.892944,66.322548,1923.368530
5643,0,,,,,,,,,,1782.380005,282.032349,1223.386108,1793.139160,285.390381,1654.356201,1770.107910,333.368835,1692.791260,1228.284424,100.830757,1654.326782,1212.629395,149.944595,1690.449463,1207.498901,152.004211,1008.706360,1230.789917,104.309090,1190.941895,1113.817627,1016.614319,1773.442261,1129.339966,908.881165,602.736938,1149.605469,71.360962,322.377655,1147.766968,72.336159,435.367615,1062.653320,10.111636,456.279999,1149.793945,69.768402,1066.445557,1151.366211,69.260910,1176.386963,1047.434082,10.813963,1727.189575,1148.397461,72.848022,1807.955078,1148.321167,65.989502,1923.319702
5644,0,,,,,,,,,,1782.081543,282.759949,1223.356934,1792.938721,286.123230,1654.244385,1769.807495,334.022583,1692.747070,1228.283203,100.912849,1654.244019,1213.056763,149.838135,1690.315186,1207.452271,152.060623,1008.687378,1230.687134,104.408607,1190.833374,1113.844849,1016.645813,1773.459106,1129.335327,908.884766,602.731873,1149.529053,71.378914,322.246368,1147.693604,72.315788,434.994537,1062.639160,10.136703,456.168030,1149.820801,69.775360,1066.383789,1151.338745,69.244865,1176.302002,1047.443359,10.833113,1727.167114,1148.102173,72.940804,1808.222534,1147.965332,66.273109,1923.237793
5645,0,,,,,,,,,,1781.890747,283.425995,1223.375000,1792.579712,286.821350,1654.223755,1769.486084,334.723633,1692.731567,1228.247070,100.968597,1654.310791,1212.393066,149.695435,1689.936157,1207.258057,152.220093,1008.708008,1230.662964,104.528015,1190.896362,1113.795532,1016.659851,1773.427124,1129.347656,908.878296,602.718384,1149.532349,71.364227,322.264648,1147.793945,72.265785,435.290741,1062.612671,10.119808,456.203705,1149.703369,69.826080,1066.395264,1151.350098,69.204063,1176.328247,1047.384399,10.777798,1727.149780,1148.370850,72.854492,1807.979370,1147.923462,66.301727,1923.311768
5646,0,,,,,,,,,,1781.693237,284.126068,1223.404419,1792.330322,287.553497,1654.267578,1769.181274,335.442596,1692.761963,1228.214355,101.075851,1654.325439,1212.356079,149.724731,1689.858765,1207.185181,152.231094,1008.667725,1230.623291,104.608299,1190.910645,1113.810059,1016.773010,1773.461060,1129.319580,908.902527,602.723999,1149.611328,71.364281,322.322388,1147.697510,72.395943,435.175323,1062.609131,10.146652,456.194397,1149.880249,69.721596,1066.438599,1151.339355,69.247139,1176.333862,1047.447632,10.800520,1727.171631,1148.380981,72.875275,1808.006836,1148.303223,65.956619,1923.311768
5647,0,,,,,,,,,,1781.429199,284.783417,1223.424805,1792.128296,288.174622,1654.276001,1768.894287,335.986511,1692.759277,1228.171143,101.145302,1654.341309,1212.026001,149.792389,1690.099609,1207.085938,152.317902,1008.706421,1230.620361,104.677605,1190.936035,1113.783936,1016.732361,1773.461060,1129.359009,908.891846,602.725708,1149.549561,71.371155,322.307648,1147.843994,72.268745,435.365845,1062.616211,10.112177,456.234100,1149.788574,69.810623,1066.558838,1151.300293,69.231361,1176.326904,1047.399902,10.815166,1727.159058,1148.348511,72.851326,1807.986206,1147.930664,66.223129,1923.307007
5648,0,,,,,,,,,,1781.215942,285.501038,1223.465454,1791.864380,288.888885,1654.309814,1768.572388,336.704926,1692.760254,1228.161255,101.239990,1654.361450,1212.394653,150.243729,1690.208252,1206.960693,152.353577,1008.695129,1230.503174,104.769028,1190.926880,1113.844360,1016.705017,1773.497803,1129.335938,908.897034,602.726196,1149.582031,71.394547,322.312012,1147.945557,72.203163,435.430511,1062.632324,10.196570,456.180847,1149.657959,69.864105,1066.331665,1151.334106,69.256577,1176.346558,1047.434448,10.784731,1727.124390,1148.241699,72.852440,1807.984863,1147.988159,66.238327,1923.341309
5649,0,,,,,,,,,,1781.013672,286.126434,1223.513672,1791.640625,289.564148,1654.315674,1768.280762,337.353058,1692.774658,1228.082031,101.320282,1654.368286,1211.962524,150.140839,1689.946411,1206.853271,152.485138,1008.696655,1230.524536,104.837189,1190.937622,1113.803223,1016.734497,1773.409180,1129.346069,908.888123,602.709839,1149.594360,71.410561,322.380096,1147.727417,72.395729,435.288177,1062.623047,10.145274,456.296387,1149.836670,69.840263,1066.659058,1151.450073,69.150215,1176.495361,1047.389893,10.791162,1727.228027,1148.259277,72.872147,1807.962402,1147.815186,66.366135,1923.325562
5650,0,,,,,,,,,,1780.728027,286.676239,1223.485352,1791.437866,290.204010,1654.265747,1767.988037,338.022858,1692.814209,1228.043945,101.399734,1654.403076,1212.057129,150.383789,1690.187988,1206.687622,152.540207,1008.700256,1230.445312,104.926849,1190.978027,1113.746948,1016.671997,1773.401978,1129.336304,908.882874,602.723328,1149.567871,71.456314,322.370605,1147.721436,72.359955,435.172119,1062.589478,10.182331,456.259003,1149.765381,69.896637,1066.664185,1151.333252,69.207832,1176.402100,1047.383057,10.823176,1727.211304,1148.179688,72.855217,1807.888794,1147.833496,66.314217,1923.349731
5651,0,,,,,,,,,,1780.532471,287.271545,1223.472656,1791.145386,290.815857,1654.277100,1767.695190,338.498474,1692.802612,1228.009277,101.473686,1654.359863,1212.063477,150.550568,1690.148560,1206.650024,152.591888,1008.735779,1230.424927,104.991592,1190.945190,1113.824707,1016.505737,1773.392944,1129.339355,908.903381,602.741577,1149.595093,71.421677,322.357361,1147.753906,72.288040,435.115875,1062.655151,10.140293,456.252747,1149.721924,69.868439,1066.414307,1151.351440,69.248016,1176.401733,1047.366577,10.803525,1727.187134,1148.193970,72.852699,1807.907104,1148.207397,65.988449,1923.273560
5652,0,,,,,,,,,,1780.348633,287.822876,1223.441406,1790.959717,291.361115,1654.250732,1767.444092,339.040344,1692.817749,1227.926758,101.540939,1654.304077,1211.970459,150.616333,1690.149780,1206.635864,152.618179,1008.708130,1230.351685,105.041237,1190.917236,1113.769043,1016.684998,1773.437500,1129.332764,908.913086,602.746582,1149.591797,71.405037,322.350403,1147.463501,72.323914,434.719482,1062.589966,10.196847,456.184479,1149.675415,69.882202,1066.385254,1151.341675,69.233742,1176.382446,1047.386841,10.804466,1727.171875,1148.020996,72.874130,1807.874390,1147.803101,66.379860,1923.278809
5653,0,,,,,,,,,,1780.143433,288.370911,1223.426880,1790.801758,291.861206,1654.211792,1767.253906,339.590698,1692.813965,1227.884155,101.600067,1654.283325,1211.853882,151.011246,1690.156738,1206.586304,152.657318,1008.725403,1230.346436,105.112183,1190.898682,1113.743286,1016.088135,1773.181763,1129.320435,908.889771,602.745239,1149.547974,71.413437,322.299988,1147.640869,72.409210,435.030365,1062.634766,10.152760,456.196472,1149.577515,69.894669,1066.289551,1151.293457,69.234589,1176.331543,1047.370483,10.786483,1727.134277,1148.821899,72.741989,1807.890015,1147.787598,66.279594,1923.279541
5654,0,,,,,,,,,,1779.945068,288.873535,1223.427368,1790.583984,292.347809,1654.220459,1767.068970,340.078674,1692.831909,1227.832520,101.672279,1654.271240,1211.711670,150.948883,1690.278687,1206.536743,152.697433,1008.720032,1230.309692,105.136871,1190.897095,1113.760986,1016.667603,1773.398438,1129.348145,908.920471,602.758667,1149.585327,71.362389,322.314148,1147.670898,72.350441,435.131073,1062.609497,10.104382,456.214264,1149.579590,69.896568,1066.296509,1151.412354,69.116837,1176.449463,1047.322876,10.824192,1727.133423,1148.263916,72.792587,1807.880371,1148.184692,65.957718,1923.232910
5655,0,,,,,,,,,,1779.825439,289.310486,1223.404175,1790.379639,292.885559,1654.238281,1766.872559,340.464355,1692.810791,1227.860962,101.707321,1654.265137,1211.721558,151.123550,1690.168457,1206.561646,152.713196,1008.747070,1230.305664,105.197975,1190.889771,1113.778442,1016.593445,1773.429932,1129.363770,908.902588,602.739502,1149.576416,71.405083,322.228119,1147.701050,72.327301,434.947449,1062.625488,10.105562,456.143524,1149.617065,69.884377,1066.277222,1151.349487,69.222351,1176.315186,1047.359497,10.813371,1727.125610,1148.415161,72.770920,1807.879395,1148.216187,65.979538,1923.199951
5656,0,,,,,,,,,,1779.723755,289.712891,1223.465698,1790.324829,293.315094,1654.274902,1766.719971,340.771088,1692.826904,1227.921021,101.824791,1654.337646,1211.183472,150.955872,1690.074951,1206.427246,152.669144,1008.712769,1230.315308,105.264030,1190.939941,1113.759521,1016.510620,1773.365234,1129.340454,908.892395,602.741394,1149.557129,71.403404,322.325928,1147.829590,72.315331,435.229950,1062.616089,10.193660,456.218018,1149.810181,69.814034,1066.626587,1151.461548,69.108543,1176.493286,1047.362427,10.819953,1727.194824,1148.405640,72.808319,1807.855591,1148.208130,65.973251,1923.291504
